"product_name","promotion_name","product_family","recyclable_package","media_type","has_promotion","promotion_duration_days","promotion_unit_cost"
"Excellent Strawberry Drink","I Cant Believe It Sale","Drink","0","Product Attachment","1","4","6947"
"Excellent Strawberry Drink","Money Savers","Drink","0","TV","1","3","6570"
"Excellent Strawberry Drink","Mystery Sale","Drink","0","Daily Paper Radio","1","3","6884"
"Excellent Strawberry Drink","Pick Your Savings","Drink","0","Sunday Paper Radio TV","1","4","14138"
"Excellent Strawberry Drink","Price Cutters","Drink","0","Cash Register Handout","1","4","12277"
"Excellent Strawberry Drink","Price Destroyers","Drink","0","Cash Register Handout","1","3","14862"
"Excellent Strawberry Drink","Sale Winners","Drink","0","In-Store Coupon","1","2","14862"
"Excellent Strawberry Drink","Sales Days","Drink","0","Product Attachment","1","3","14209"
"Excellent Strawberry Drink","Saving Days","Drink","0","Street Handout","1","3","6731"
"Excellent Strawberry Drink","Shelf Clearing Days","Drink","0","Sunday Paper","1","3","9881"
"Excellent Strawberry Drink","Shelf Emptiers","Drink","0","In-Store Coupon","1","1","8773"
"Excellent Strawberry Drink","Super Duper Savers","Drink","0","Daily Paper Radio","1","3","6087"
"Excellent Strawberry Drink","Super Duper Savers","Drink","0","Sunday Paper","1","3","6965"
"Excellent Strawberry Drink","Tip Top Savings","Drink","0","Daily Paper Radio TV","1","3","8686"
"Excellent Strawberry Drink","Two for One","Drink","0","Cash Register Handout","1","3","6863"
"Excellent Strawberry Drink","Unbeatable Price Savers","Drink","0","Bulk Mail","1","3","6678"
"Fabulous Apple Drink","No Promotion","Drink","1","No Media","0","0","0"
"Fabulous Apple Drink","Best Savings","Drink","1","Radio","1","4","5329"
"Fabulous Apple Drink","Big Promo","Drink","1","Sunday Paper Radio TV","1","3","11704"
"Fabulous Apple Drink","Big Time Discounts","Drink","1","Street Handout","1","4","6274"
"Fabulous Apple Drink","Dimes Off","Drink","1","Radio","1","4","11525"
"Fabulous Apple Drink","Dollar Cutters","Drink","1","Bulk Mail","1","2","11926"
"Fabulous Apple Drink","Dollar Cutters","Drink","1","Radio","1","3","10441"
"Fabulous Apple Drink","Dollar Cutters","Drink","1","Sunday Paper Radio","1","2","13674"
"Fabulous Apple Drink","Dollar Cutters","Drink","1","TV","1","3","6618"
"Fabulous Apple Drink","Double Down Sale","Drink","1","Cash Register Handout","1","4","14271"
"Fabulous Apple Drink","Free For All","Drink","1","Daily Paper","1","3","5206"
"Fabulous Apple Drink","Go For It","Drink","1","Radio","1","4","13717"
"Fabulous Apple Drink","Green Light Days","Drink","1","Daily Paper","1","3","7576"
"Fabulous Apple Drink","I Cant Believe It Sale","Drink","1","Product Attachment","1","4","6947"
"Fabulous Apple Drink","One Day Sale","Drink","1","TV","1","3","6891"
"Fabulous Apple Drink","Price Cutters","Drink","1","Daily Paper Radio TV","1","1","13944"
"Fabulous Apple Drink","Price Slashers","Drink","1","Sunday Paper Radio TV","1","2","7724"
"Fabulous Apple Drink","Price Slashers","Drink","1","Sunday Paper Radio TV","1","3","5411"
"Fabulous Apple Drink","Price Winners","Drink","1","Daily Paper Radio","1","3","11460"
"Fabulous Apple Drink","Sales Days","Drink","1","Bulk Mail","1","3","11674"
"Fabulous Apple Drink","Saving Days","Drink","1","Daily Paper Radio TV","1","4","9065"
"Fabulous Apple Drink","Saving Days","Drink","1","Sunday Paper Radio TV","1","1","6711"
"Fabulous Apple Drink","Shelf Clearing Days","Drink","1","TV","1","4","5522"
"Fabulous Apple Drink","Shelf Emptiers","Drink","1","Daily Paper Radio","1","3","14782"
"Fabulous Apple Drink","Super Duper Savers","Drink","1","Sunday Paper Radio","1","3","8000"
"Fabulous Apple Drink","Super Savers","Drink","1","Street Handout","1","4","14454"
"Fabulous Apple Drink","Two Day Sale","Drink","1","Daily Paper Radio TV","1","4","9734"
"Fabulous Apple Juice","No Promotion","Drink","0","No Media","0","0","0"
"Fabulous Apple Juice","Bag Stuffers","Drink","0","Daily Paper","1","3","7032"
"Fabulous Apple Juice","Big Time Savings","Drink","0","In-Store Coupon","1","3","13580"
"Fabulous Apple Juice","Dimes Off","Drink","0","In-Store Coupon","1","2","9077"
"Fabulous Apple Juice","Dollar Cutters","Drink","0","Sunday Paper Radio","1","2","13674"
"Fabulous Apple Juice","Double Down Sale","Drink","0","TV","1","3","9574"
"Fabulous Apple Juice","Go For It","Drink","0","Bulk Mail","1","2","8707"
"Fabulous Apple Juice","High Roller Savings","Drink","0","Daily Paper Radio","1","1","8416"
"Fabulous Apple Juice","Money Savers","Drink","0","Sunday Paper Radio TV","1","2","8261"
"Fabulous Apple Juice","One Day Sale","Drink","0","Bulk Mail","1","3","5094"
"Fabulous Apple Juice","Pick Your Savings","Drink","0","Sunday Paper Radio TV","1","4","14138"
"Fabulous Apple Juice","Price Cutters","Drink","0","Cash Register Handout","1","3","6209"
"Fabulous Apple Juice","Price Destroyers","Drink","0","Cash Register Handout","1","3","14862"
"Fabulous Apple Juice","Price Savers","Drink","0","Sunday Paper Radio","1","2","8029"
"Fabulous Apple Juice","Price Slashers","Drink","0","Sunday Paper Radio TV","1","2","7724"
"Fabulous Apple Juice","Price Winners","Drink","0","Daily Paper Radio TV","1","4","8355"
"Fabulous Apple Juice","Price Winners","Drink","0","Radio","1","3","9158"
"Fabulous Apple Juice","Sale Winners","Drink","0","In-Store Coupon","1","2","14735"
"Fabulous Apple Juice","Sales Days","Drink","0","Bulk Mail","1","3","11674"
"Fabulous Apple Juice","Shelf Clearing Days","Drink","0","Sunday Paper","1","3","10610"
"Fabulous Apple Juice","Super Duper Savers","Drink","0","Street Handout","1","3","5100"
"Fabulous Apple Juice","Super Savers","Drink","0","Street Handout","1","4","14454"
"Fabulous Apple Juice","Tip Top Savings","Drink","0","Daily Paper Radio","1","3","8037"
"Fabulous Apple Juice","Two Day Sale","Drink","0","Daily Paper Radio","1","4","14053"
"Fabulous Apple Juice","Two Day Sale","Drink","0","Daily Paper Radio TV","1","4","9734"
"Fabulous Apple Juice","Two for One","Drink","0","Daily Paper","1","3","6897"
"Fabulous Apple Juice","Wallet Savers","Drink","0","Daily Paper Radio TV","1","3","5313"
"Fabulous Apple Juice","Weekend Markdown","Drink","0","Daily Paper Radio","1","3","6963"
"Fabulous Apple Juice","Weekend Markdown","Drink","0","TV","1","2","8990"
"Fabulous Berry Juice","No Promotion","Drink","0","No Media","0","0","0"
"Fabulous Berry Juice","Best Savings","Drink","0","Sunday Paper","1","3","10612"
"Fabulous Berry Juice","Big Time Savings","Drink","0","In-Store Coupon","1","3","13580"
"Fabulous Berry Juice","Coupon Spectacular","Drink","0","Radio","1","3","5513"
"Fabulous Berry Juice","Dollar Cutters","Drink","0","Bulk Mail","1","2","11926"
"Fabulous Berry Juice","Double Down Sale","Drink","0","TV","1","3","9574"
"Fabulous Berry Juice","Double Your Savings","Drink","0","Street Handout","1","3","11472"
"Fabulous Berry Juice","Free For All","Drink","0","Daily Paper","1","3","5206"
"Fabulous Berry Juice","Free For All","Drink","0","Radio","1","3","14090"
"Fabulous Berry Juice","Go For It","Drink","0","Daily Paper Radio","1","2","6701"
"Fabulous Berry Juice","Green Light Days","Drink","0","Daily Paper","1","3","7576"
"Fabulous Berry Juice","Green Light Special","Drink","0","Product Attachment","1","3","9713"
"Fabulous Berry Juice","I Cant Believe It Sale","Drink","0","Product Attachment","1","4","6947"
"Fabulous Berry Juice","One Day Sale","Drink","0","Street Handout","1","2","14672"
"Fabulous Berry Juice","Pick Your Savings","Drink","0","Sunday Paper Radio TV","1","4","14138"
"Fabulous Berry Juice","Price Cutters","Drink","0","Daily Paper Radio TV","1","1","13944"
"Fabulous Berry Juice","Price Destroyers","Drink","0","Cash Register Handout","1","3","14862"
"Fabulous Berry Juice","Price Winners","Drink","0","Daily Paper","1","1","6897"
"Fabulous Berry Juice","Price Winners","Drink","0","Product Attachment","1","3","8679"
"Fabulous Berry Juice","Price Winners","Drink","0","Sunday Paper Radio TV","1","4","14718"
"Fabulous Berry Juice","Save-It Sale","Drink","0","Bulk Mail","1","2","5735"
"Fabulous Berry Juice","Save-It Sale","Drink","0","Daily Paper","1","4","8179"
"Fabulous Berry Juice","Saving Days","Drink","0","Daily Paper Radio TV","1","4","9065"
"Fabulous Berry Juice","Savings Galore","Drink","0","Sunday Paper Radio","1","3","13657"
"Fabulous Berry Juice","Shelf Clearing Days","Drink","0","In-Store Coupon","1","2","5116"
"Fabulous Berry Juice","Shelf Emptiers","Drink","0","Daily Paper Radio","1","3","14782"
"Fabulous Berry Juice","Super Duper Savers","Drink","0","Cash Register Handout","1","1","13753"
"Fabulous Berry Juice","Super Duper Savers","Drink","0","Sunday Paper","1","3","6965"
"Fabulous Berry Juice","Super Duper Savers","Drink","0","TV","1","4","11691"
"Fabulous Berry Juice","Super Savers","Drink","0","Street Handout","1","4","14431"
"Fabulous Berry Juice","Two Day Sale","Drink","0","Radio","1","3","9128"
"Fabulous Berry Juice","Two for One","Drink","0","Cash Register Handout","1","3","6863"
"Fabulous Berry Juice","Unbeatable Price Savers","Drink","0","Bulk Mail","1","3","6678"
"Fabulous Cola","No Promotion","Drink","1","No Media","0","0","0"
"Fabulous Cola","Bag Stuffers","Drink","1","Daily Paper Radio","1","4","12662"
"Fabulous Cola","Big Promo","Drink","1","Radio","1","3","9852"
"Fabulous Cola","Bye Bye Baby","Drink","1","Daily Paper Radio TV","1","3","5816"
"Fabulous Cola","Coupon Spectacular","Drink","1","In-Store Coupon","1","3","12583"
"Fabulous Cola","Dimes Off","Drink","1","In-Store Coupon","1","2","9077"
"Fabulous Cola","Dollar Days","Drink","1","Daily Paper Radio","1","3","12120"
"Fabulous Cola","Double Your Savings","Drink","1","Daily Paper Radio TV","1","4","10760"
"Fabulous Cola","Go For It","Drink","1","Bulk Mail","1","2","8707"
"Fabulous Cola","Go For It","Drink","1","Street Handout","1","4","9745"
"Fabulous Cola","Green Light Days","Drink","1","Daily Paper","1","3","7576"
"Fabulous Cola","High Roller Savings","Drink","1","Product Attachment","1","1","12193"
"Fabulous Cola","I Cant Believe It Sale","Drink","1","Product Attachment","1","4","6947"
"Fabulous Cola","Money Savers","Drink","1","TV","1","3","6570"
"Fabulous Cola","Pick Your Savings","Drink","1","Radio","1","2","5649"
"Fabulous Cola","Price Destroyers","Drink","1","Bulk Mail","1","4","9618"
"Fabulous Cola","Price Destroyers","Drink","1","Cash Register Handout","1","3","14862"
"Fabulous Cola","Price Slashers","Drink","1","Sunday Paper Radio TV","1","3","5411"
"Fabulous Cola","Price Winners","Drink","1","Daily Paper","1","1","6897"
"Fabulous Cola","Price Winners","Drink","1","Product Attachment","1","3","8679"
"Fabulous Cola","Price Winners","Drink","1","Radio","1","3","9158"
"Fabulous Cola","Price Winners","Drink","1","Sunday Paper Radio TV","1","4","14718"
"Fabulous Cola","Sales Days","Drink","1","Street Handout","1","2","14814"
"Fabulous Cola","Save-It Sale","Drink","1","Daily Paper","1","4","8179"
"Fabulous Cola","Saving Days","Drink","1","Daily Paper Radio TV","1","4","9065"
"Fabulous Cola","Savings Galore","Drink","1","Sunday Paper","1","1","13554"
"Fabulous Cola","Super Duper Savers","Drink","1","Cash Register Handout","1","1","13753"
"Fabulous Cola","Super Duper Savers","Drink","1","Daily Paper Radio","1","3","8776"
"Fabulous Cola","Super Duper Savers","Drink","1","Street Handout","1","3","5100"
"Fabulous Cola","Super Duper Savers","Drink","1","Sunday Paper","1","3","6965"
"Fabulous Cola","Super Savers","Drink","1","TV","1","2","13755"
"Fabulous Cola","Three for One","Drink","1","In-Store Coupon","1","4","12548"
"Fabulous Cola","Tip Top Savings","Drink","1","Bulk Mail","1","3","10666"
"Fabulous Cola","Two Day Sale","Drink","1","Radio","1","1","9479"
"Fabulous Cola","Unbeatable Price Savers","Drink","1","Daily Paper","1","3","10673"
"Fabulous Cola","Weekend Markdown","Drink","1","Daily Paper Radio","1","3","6963"
"Fabulous Cola","Weekend Markdown","Drink","1","Sunday Paper","1","2","11047"
"Fabulous Cranberry Juice","No Promotion","Drink","1","No Media","0","0","0"
"Fabulous Cranberry Juice","Best Savings","Drink","1","Radio","1","4","5329"
"Fabulous Cranberry Juice","Big Time Discounts","Drink","1","In-Store Coupon","1","3","5940"
"Fabulous Cranberry Juice","Bye Bye Baby","Drink","1","Sunday Paper","1","3","14139"
"Fabulous Cranberry Juice","Coupon Spectacular","Drink","1","In-Store Coupon","1","3","12583"
"Fabulous Cranberry Juice","Dimes Off","Drink","1","Sunday Paper Radio","1","1","10528"
"Fabulous Cranberry Juice","Double Down Sale","Drink","1","TV","1","3","9574"
"Fabulous Cranberry Juice","Fantastic Discounts","Drink","1","Daily Paper Radio TV","1","3","12009"
"Fabulous Cranberry Juice","Free For All","Drink","1","Daily Paper","1","3","5206"
"Fabulous Cranberry Juice","Free For All","Drink","1","Product Attachment","1","3","14383"
"Fabulous Cranberry Juice","Go For It","Drink","1","Bulk Mail","1","2","8707"
"Fabulous Cranberry Juice","Green Light Days","Drink","1","Daily Paper","1","3","7576"
"Fabulous Cranberry Juice","High Roller Savings","Drink","1","Daily Paper Radio","1","1","8416"
"Fabulous Cranberry Juice","Money Savers","Drink","1","Sunday Paper","1","1","10720"
"Fabulous Cranberry Juice","One Day Sale","Drink","1","Street Handout","1","2","14672"
"Fabulous Cranberry Juice","Price Slashers","Drink","1","Sunday Paper Radio TV","1","2","7701"
"Fabulous Cranberry Juice","Price Smashers","Drink","1","Daily Paper Radio","1","1","10802"
"Fabulous Cranberry Juice","Price Smashers","Drink","1","Street Handout","1","3","9160"
"Fabulous Cranberry Juice","Price Winners","Drink","1","Product Attachment","1","3","8679"
"Fabulous Cranberry Juice","Price Winners","Drink","1","Sunday Paper Radio TV","1","4","14718"
"Fabulous Cranberry Juice","Sale Winners","Drink","1","In-Store Coupon","1","2","14862"
"Fabulous Cranberry Juice","Sale Winners","Drink","1","Product Attachment","1","2","13770"
"Fabulous Cranberry Juice","Sales Days","Drink","1","Bulk Mail","1","3","11674"
"Fabulous Cranberry Juice","Sales Days","Drink","1","Product Attachment","1","3","14209"
"Fabulous Cranberry Juice","Sales Galore","Drink","1","Daily Paper Radio","1","2","6240"
"Fabulous Cranberry Juice","Save-It Sale","Drink","1","Radio","1","4","7544"
"Fabulous Cranberry Juice","Saving Days","Drink","1","Daily Paper Radio TV","1","4","9065"
"Fabulous Cranberry Juice","Saving Days","Drink","1","Street Handout","1","3","6731"
"Fabulous Cranberry Juice","Savings Galore","Drink","1","Sunday Paper Radio","1","3","13657"
"Fabulous Cranberry Juice","Shelf Clearing Days","Drink","1","TV","1","4","5522"
"Fabulous Cranberry Juice","Super Duper Savers","Drink","1","Sunday Paper","1","3","6965"
"Fabulous Cranberry Juice","Super Duper Savers","Drink","1","Sunday Paper Radio","1","3","8000"
"Fabulous Cranberry Juice","Tip Top Savings","Drink","1","Bulk Mail","1","3","10666"
"Fabulous Cranberry Juice","Tip Top Savings","Drink","1","Daily Paper Radio","1","3","8115"
"Fabulous Cranberry Juice","Two Day Sale","Drink","1","Product Attachment","1","4","7688"
"Fabulous Cranberry Juice","Weekend Markdown","Drink","1","Sunday Paper","1","2","11047"
"Fabulous Cream Soda","No Promotion","Drink","0","No Media","0","0","0"
"Fabulous Cream Soda","Coupon Spectacular","Drink","0","TV","1","2","5147"
"Fabulous Cream Soda","Dimes Off","Drink","0","Radio","1","4","11525"
"Fabulous Cream Soda","Dollar Cutters","Drink","0","Radio","1","3","10441"
"Fabulous Cream Soda","Double Down Sale","Drink","0","TV","1","3","9574"
"Fabulous Cream Soda","Free For All","Drink","0","In-Store Coupon","1","2","10906"
"Fabulous Cream Soda","Go For It","Drink","0","Radio","1","2","10574"
"Fabulous Cream Soda","Go For It","Drink","0","Radio","1","4","13717"
"Fabulous Cream Soda","Green Light Special","Drink","0","Sunday Paper Radio","1","3","14834"
"Fabulous Cream Soda","High Roller Savings","Drink","0","Product Attachment","1","1","12193"
"Fabulous Cream Soda","I Cant Believe It Sale","Drink","0","Bulk Mail","1","2","9938"
"Fabulous Cream Soda","I Cant Believe It Sale","Drink","0","Product Attachment","1","4","6947"
"Fabulous Cream Soda","Mystery Sale","Drink","0","Sunday Paper Radio","1","1","13747"
"Fabulous Cream Soda","Pick Your Savings","Drink","0","In-Store Coupon","1","1","8351"
"Fabulous Cream Soda","Pick Your Savings","Drink","0","Radio","1","2","5649"
"Fabulous Cream Soda","Price Cutters","Drink","0","Cash Register Handout","1","3","6209"
"Fabulous Cream Soda","Price Savers","Drink","0","Daily Paper","1","4","8306"
"Fabulous Cream Soda","Price Slashers","Drink","0","Sunday Paper Radio TV","1","2","7724"
"Fabulous Cream Soda","Price Winners","Drink","0","Product Attachment","1","3","8679"
"Fabulous Cream Soda","Sale Winners","Drink","0","In-Store Coupon","1","1","9938"
"Fabulous Cream Soda","Sales Days","Drink","0","Daily Paper Radio TV","1","3","11640"
"Fabulous Cream Soda","Save-It Sale","Drink","0","Bulk Mail","1","2","5902"
"Fabulous Cream Soda","Save-It Sale","Drink","0","In-Store Coupon","1","2","6763"
"Fabulous Cream Soda","Savings Galore","Drink","0","Sunday Paper Radio","1","3","13657"
"Fabulous Cream Soda","Super Duper Savers","Drink","0","Daily Paper Radio","1","3","6087"
"Fabulous Cream Soda","Super Duper Savers","Drink","0","Sunday Paper","1","3","6965"
"Fabulous Cream Soda","Super Savers","Drink","0","Daily Paper Radio","1","2","10161"
"Fabulous Cream Soda","Two for One","Drink","0","Cash Register Handout","1","3","6863"
"Fabulous Cream Soda","Two for One","Drink","0","Daily Paper Radio TV","1","3","5752"
"Fabulous Cream Soda","Weekend Markdown","Drink","0","Daily Paper","1","3","14057"
"Fabulous Cream Soda","Weekend Markdown","Drink","0","Daily Paper Radio","1","3","6963"
"Fabulous Cream Soda","Weekend Markdown","Drink","0","Sunday Paper","1","4","13360"
"Fabulous Diet Cola","No Promotion","Drink","0","No Media","0","0","0"
"Fabulous Diet Cola","Big Promo","Drink","0","Sunday Paper Radio TV","1","3","11704"
"Fabulous Diet Cola","Big Time Discounts","Drink","0","Daily Paper","1","4","9598"
"Fabulous Diet Cola","Big Time Discounts","Drink","0","Daily Paper Radio","1","3","11151"
"Fabulous Diet Cola","Big Time Savings","Drink","0","In-Store Coupon","1","3","13580"
"Fabulous Diet Cola","Big Time Savings","Drink","0","Radio","1","3","5345"
"Fabulous Diet Cola","Bye Bye Baby","Drink","0","Sunday Paper","1","1","13818"
"Fabulous Diet Cola","Free For All","Drink","0","Daily Paper","1","3","5206"
"Fabulous Diet Cola","Free For All","Drink","0","Product Attachment","1","3","14383"
"Fabulous Diet Cola","Go For It","Drink","0","Product Attachment","1","4","6637"
"Fabulous Diet Cola","High Roller Savings","Drink","0","Daily Paper Radio","1","1","8416"
"Fabulous Diet Cola","One Day Sale","Drink","0","Street Handout","1","2","14672"
"Fabulous Diet Cola","Pick Your Savings","Drink","0","Sunday Paper Radio TV","1","4","14138"
"Fabulous Diet Cola","Price Savers","Drink","0","Sunday Paper Radio","1","2","8029"
"Fabulous Diet Cola","Price Savers","Drink","0","Sunday Paper Radio","1","4","5436"
"Fabulous Diet Cola","Price Savers","Drink","0","TV","1","2","7772"
"Fabulous Diet Cola","Price Slashers","Drink","0","Street Handout","1","2","5297"
"Fabulous Diet Cola","Price Winners","Drink","0","Daily Paper Radio","1","3","13936"
"Fabulous Diet Cola","Price Winners","Drink","0","Daily Paper Radio TV","1","4","8355"
"Fabulous Diet Cola","Price Winners","Drink","0","Product Attachment","1","3","8679"
"Fabulous Diet Cola","Price Winners","Drink","0","Sunday Paper Radio","1","1","12251"
"Fabulous Diet Cola","Sale Winners","Drink","0","In-Store Coupon","1","1","9938"
"Fabulous Diet Cola","Sales Days","Drink","0","Bulk Mail","1","3","11674"
"Fabulous Diet Cola","Shelf Clearing Days","Drink","0","Sunday Paper","1","3","10610"
"Fabulous Diet Cola","Shelf Emptiers","Drink","0","Daily Paper Radio","1","3","14782"
"Fabulous Diet Cola","Super Duper Savers","Drink","0","Street Handout","1","3","5100"
"Fabulous Diet Cola","Super Savers","Drink","0","TV","1","2","13755"
"Fabulous Diet Cola","Three for One","Drink","0","In-Store Coupon","1","4","12548"
"Fabulous Diet Cola","Two Day Sale","Drink","0","Radio","1","3","9128"
"Fabulous Diet Cola","Weekend Markdown","Drink","0","Daily Paper Radio","1","3","6963"
"Fabulous Diet Soda","No Promotion","Drink","1","No Media","0","0","0"
"Fabulous Diet Soda","Bag Stuffers","Drink","1","Street Handout","1","3","12379"
"Fabulous Diet Soda","Big Time Savings","Drink","1","In-Store Coupon","1","3","13580"
"Fabulous Diet Soda","Bye Bye Baby","Drink","1","Sunday Paper","1","1","13818"
"Fabulous Diet Soda","High Roller Savings","Drink","1","Daily Paper Radio","1","1","8416"
"Fabulous Diet Soda","High Roller Savings","Drink","1","Daily Paper Radio TV","1","2","6815"
"Fabulous Diet Soda","One Day Sale","Drink","1","TV","1","3","6891"
"Fabulous Diet Soda","Price Savers","Drink","1","Sunday Paper Radio","1","2","8029"
"Fabulous Diet Soda","Price Slashers","Drink","1","Sunday Paper Radio TV","1","3","5411"
"Fabulous Diet Soda","Price Winners","Drink","1","Product Attachment","1","3","8679"
"Fabulous Diet Soda","Sale Winners","Drink","1","In-Store Coupon","1","1","9938"
"Fabulous Diet Soda","Sale Winners","Drink","1","In-Store Coupon","1","2","14862"
"Fabulous Diet Soda","Save-It Sale","Drink","1","Daily Paper","1","4","8179"
"Fabulous Diet Soda","Save-It Sale","Drink","1","Sunday Paper","1","2","13937"
"Fabulous Diet Soda","Saving Days","Drink","1","Daily Paper Radio TV","1","4","9065"
"Fabulous Diet Soda","Saving Days","Drink","1","Street Handout","1","3","6731"
"Fabulous Diet Soda","Savings Galore","Drink","1","Sunday Paper Radio","1","3","13657"
"Fabulous Diet Soda","Shelf Emptiers","Drink","1","Daily Paper Radio","1","3","14782"
"Fabulous Diet Soda","Super Duper Savers","Drink","1","Cash Register Handout","1","1","13753"
"Fabulous Diet Soda","Super Duper Savers","Drink","1","Daily Paper Radio","1","3","6087"
"Fabulous Diet Soda","Super Duper Savers","Drink","1","Street Handout","1","3","5100"
"Fabulous Diet Soda","Tip Top Savings","Drink","1","Daily Paper Radio TV","1","3","8686"
"Fabulous Diet Soda","Two Day Sale","Drink","1","Daily Paper Radio TV","1","4","9734"
"Fabulous Diet Soda","Two for One","Drink","1","Product Attachment","1","2","10620"
"Fabulous Mango Drink","No Promotion","Drink","0","No Media","0","0","0"
"Fabulous Mango Drink","Bag Stuffers","Drink","0","Daily Paper","1","3","7032"
"Fabulous Mango Drink","Big Time Savings","Drink","0","Daily Paper Radio","1","3","12938"
"Fabulous Mango Drink","Bye Bye Baby","Drink","0","Sunday Paper","1","1","13818"
"Fabulous Mango Drink","Dollar Cutters","Drink","0","Street Handout","1","3","13146"
"Fabulous Mango Drink","Double Down Sale","Drink","0","Radio","1","2","5079"
"Fabulous Mango Drink","Green Light Days","Drink","0","Cash Register Handout","1","3","13919"
"Fabulous Mango Drink","I Cant Believe It Sale","Drink","0","Daily Paper Radio TV","1","1","10247"
"Fabulous Mango Drink","One Day Sale","Drink","0","Street Handout","1","2","13317"
"Fabulous Mango Drink","One Day Sale","Drink","0","TV","1","3","6891"
"Fabulous Mango Drink","Pick Your Savings","Drink","0","Radio","1","2","14717"
"Fabulous Mango Drink","Price Savers","Drink","0","Sunday Paper Radio","1","4","5436"
"Fabulous Mango Drink","Price Smashers","Drink","0","Street Handout","1","3","9160"
"Fabulous Mango Drink","Price Winners","Drink","0","Sunday Paper Radio","1","1","12251"
"Fabulous Mango Drink","Sales Days","Drink","0","Street Handout","1","2","14814"
"Fabulous Mango Drink","Save-It Sale","Drink","0","Bulk Mail","1","2","5735"
"Fabulous Mango Drink","Save-It Sale","Drink","0","Daily Paper","1","4","8179"
"Fabulous Mango Drink","Saving Days","Drink","0","Street Handout","1","3","6731"
"Fabulous Mango Drink","Saving Days","Drink","0","Sunday Paper Radio TV","1","1","6711"
"Fabulous Mango Drink","Shelf Clearing Days","Drink","0","Bulk Mail","1","3","6954"
"Fabulous Mango Drink","Shelf Emptiers","Drink","0","In-Store Coupon","1","1","8773"
"Fabulous Mango Drink","Super Savers","Drink","0","Street Handout","1","4","14431"
"Fabulous Mango Drink","Three for One","Drink","0","In-Store Coupon","1","4","12548"
"Fabulous Mango Drink","Two Day Sale","Drink","0","Daily Paper Radio","1","4","14053"
"Fabulous Mango Drink","Two Day Sale","Drink","0","Daily Paper Radio TV","1","4","9734"
"Fabulous Mango Drink","Two Day Sale","Drink","0","Radio","1","3","7327"
"Fabulous Mango Drink","Two for One","Drink","0","Cash Register Handout","1","4","12363"
"Fabulous Mango Drink","Weekend Markdown","Drink","0","Daily Paper Radio","1","3","6963"
"Fabulous Orange Juice","No Promotion","Drink","1","No Media","0","0","0"
"Fabulous Orange Juice","Bag Stuffers","Drink","1","Daily Paper","1","3","7032"
"Fabulous Orange Juice","Best Savings","Drink","1","Sunday Paper","1","3","10612"
"Fabulous Orange Juice","Big Time Discounts","Drink","1","Daily Paper Radio TV","1","2","14641"
"Fabulous Orange Juice","Bye Bye Baby","Drink","1","Daily Paper Radio TV","1","3","5816"
"Fabulous Orange Juice","Coupon Spectacular","Drink","1","In-Store Coupon","1","3","12583"
"Fabulous Orange Juice","Dimes Off","Drink","1","In-Store Coupon","1","2","9077"
"Fabulous Orange Juice","Double Your Savings","Drink","1","Street Handout","1","3","11472"
"Fabulous Orange Juice","Free For All","Drink","1","Radio","1","2","14887"
"Fabulous Orange Juice","Green Light Days","Drink","1","Cash Register Handout","1","3","13919"
"Fabulous Orange Juice","High Roller Savings","Drink","1","Daily Paper Radio TV","1","2","6815"
"Fabulous Orange Juice","I Cant Believe It Sale","Drink","1","Product Attachment","1","4","6947"
"Fabulous Orange Juice","Money Savers","Drink","1","Sunday Paper Radio TV","1","2","8261"
"Fabulous Orange Juice","One Day Sale","Drink","1","Daily Paper Radio TV","1","3","8588"
"Fabulous Orange Juice","Pick Your Savings","Drink","1","Sunday Paper Radio TV","1","4","14138"
"Fabulous Orange Juice","Price Cutters","Drink","1","Cash Register Handout","1","4","12277"
"Fabulous Orange Juice","Price Destroyers","Drink","1","Cash Register Handout","1","3","14862"
"Fabulous Orange Juice","Price Slashers","Drink","1","Sunday Paper Radio TV","1","3","5411"
"Fabulous Orange Juice","Price Winners","Drink","1","In-Store Coupon","1","4","9463"
"Fabulous Orange Juice","Price Winners","Drink","1","Product Attachment","1","3","8679"
"Fabulous Orange Juice","Price Winners","Drink","1","Sunday Paper","1","3","11219"
"Fabulous Orange Juice","Sales Days","Drink","1","Bulk Mail","1","3","11674"
"Fabulous Orange Juice","Sales Days","Drink","1","Product Attachment","1","3","14209"
"Fabulous Orange Juice","Shelf Clearing Days","Drink","1","Sunday Paper","1","3","10610"
"Fabulous Orange Juice","Shelf Emptiers","Drink","1","Daily Paper Radio","1","3","14782"
"Fabulous Orange Juice","Super Duper Savers","Drink","1","Sunday Paper","1","3","6965"
"Fabulous Orange Juice","Tip Top Savings","Drink","1","Daily Paper Radio","1","3","7959"
"Fabulous Orange Juice","Tip Top Savings","Drink","1","Daily Paper Radio TV","1","3","8686"
"Fabulous Orange Juice","Two Day Sale","Drink","1","Daily Paper Radio TV","1","4","9734"
"Fabulous Orange Juice","Two Day Sale","Drink","1","Product Attachment","1","4","7688"
"Fabulous Orange Juice","Unbeatable Price Savers","Drink","1","Bulk Mail","1","3","6678"
"Fabulous Orange Juice","Wallet Savers","Drink","1","Daily Paper Radio TV","1","3","5313"
"Fabulous Orange Juice","Weekend Markdown","Drink","1","Daily Paper","1","3","14057"
"Fabulous Orange Juice","Weekend Markdown","Drink","1","In-Store Coupon","1","1","7305"
