Placa,Fecha Inicial,Hora Inicial,Fecha Final,Hora Final,Duracion,Latitud,Longitud,Geocerca,Distancia Respecto a Parada Anterior,Tiempo Respecto a Parada Anterior,Motor Apagado,Nombre de Informe
SPP037,2018-05-18,13:45:04,2018-05-18,13:54:04,0.15,15.673139,-87.939093,GILDAN CHOLTEX,0.6,0.03,Si,del 1 al 31 de mayo
SPP037,2018-05-18,14:35:16,2018-05-18,15:54:39,1.323055556,15.827401,-87.919183,PREDIO PUCAB DPT,30,0.69,Si,del 1 al 31 de mayo
SPP037,2018-05-18,15:59:28,2018-05-18,16:25:37,0.435833333,15.827088,-87.918476,PREDIO PUCAB DPT,0.5,0.08,Si,del 1 al 31 de mayo
SPP037,2018-05-18,16:29:40,2018-05-18,16:59:46,0.501666667,15.826215,-87.920197,PREDIO PUCAB DPT,0.8,0.07,Si,del 1 al 31 de mayo
SPP037,2018-05-18,17:05:46,2018-05-18,17:11:49,0.100833333,15.826573,-87.920006,PREDIO PUCAB DPT,0.5,0.10,Si,del 1 al 31 de mayo
SPP037,2018-05-18,17:11:49,2018-05-18,17:39:13,0.456666667,15.826844,-87.919935,PREDIO PUCAB DPT,0,0.00,Si,del 1 al 31 de mayo
SPP037,2018-05-18,17:43:42,2018-05-18,17:54:59,0.188055556,15.82655,-87.919992,PREDIO PUCAB DPT,0,0.07,No,del 1 al 31 de mayo
SPP037,2018-05-18,17:56:48,2018-05-18,18:22:41,0.431388889,15.826512,-87.920003,PREDIO PUCAB DPT,0.2,0.03,No,del 1 al 31 de mayo
SPP037,2018-05-18,18:26:41,2018-05-19,06:33:13,12.10888889,15.825632,-87.918972,PREDIO PUCAB DPT,0.2,0.07,Si,del 1 al 31 de mayo
SPP037,2018-05-19,06:33:47,2018-05-19,06:42:07,0.138888889,15.825777,-87.91949,PREDIO PUCAB DPT,0,0.01,No,del 1 al 31 de mayo
SPP037,2018-05-19,06:45:10,2018-05-19,06:52:10,0.116666667,15.827104,-87.918261,PREDIO PUCAB DPT,0.6,0.05,Si,del 1 al 31 de mayo
SPP037,2018-05-20,10:33:48,2018-05-21,06:06:32,19.54555556,15.825588,-87.919142,PREDIO PUCAB DPT,90.5,27.69,Si,del 1 al 31 de mayo
SPP037,2018-05-21,06:06:32,2018-05-21,06:12:24,0.097777778,15.825584,-87.919045,PREDIO PUCAB DPT,0.1,0.00,No,del 1 al 31 de mayo
SPP037,2018-05-21,06:14:24,2018-05-21,06:25:19,0.181944444,15.82724,-87.918407,PREDIO PUCAB DPT,0.4,0.03,Si,del 1 al 31 de mayo
SPP037,2018-05-21,10:34:59,2018-05-21,10:40:02,0.084166667,15.827001,-87.91866,PREDIO PUCAB DPT,119.1,4.16,Si,del 1 al 31 de mayo
SPP037,2018-05-21,10:43:02,2018-05-21,10:48:05,0.084166667,15.825932,-87.918441,PREDIO PUCAB DPT,0.4,0.05,Si,del 1 al 31 de mayo
SPP037,2018-05-21,10:51:40,2018-05-22,06:16:10,19.40833333,15.825658,-87.919158,PREDIO PUCAB DPT,0,0.06,Si,del 1 al 31 de mayo
SPP037,2018-05-22,06:23:07,2018-05-22,06:41:13,0.301666667,15.827085,-87.918266,PREDIO PUCAB DPT,0.6,0.12,Si,del 1 al 31 de mayo
SPP037,2018-05-22,08:06:34,2018-05-22,08:12:37,0.100833333,15.321181,-87.987455,ZIP VILLANUEVA,78.6,1.42,Si,del 1 al 31 de mayo
SPP037,2018-05-22,08:15:37,2018-05-22,08:30:40,0.250833333,15.323732,-87.990777,ZIP VILLANUEVA,0.3,0.05,Si,del 1 al 31 de mayo
SPP037,2018-05-22,15:45:50,2018-05-22,15:54:53,0.150833333,15.825956,-87.919504,PREDIO PUCAB DPT,80.1,7.25,Si,del 1 al 31 de mayo
SPP037,2018-05-22,16:05:56,2018-05-22,16:11:59,0.100833333,15.825949,-87.919675,PREDIO PUCAB DPT,0.8,0.18,Si,del 1 al 31 de mayo
SPP037,2018-05-22,16:11:59,2018-05-22,16:34:05,0.368333333,15.826119,-87.919926,PREDIO PUCAB DPT,0.1,0.00,Si,del 1 al 31 de mayo
SPP037,2018-05-22,16:37:05,2018-05-22,16:44:08,0.1175,15.827094,-87.918275,PREDIO PUCAB DPT,0.4,0.05,Si,del 1 al 31 de mayo
SPP037,2018-05-22,17:15:17,2018-05-22,17:20:17,0.083333333,15.673754,-87.935706,GILDAN CHOLTEX,29.8,0.52,Si,del 1 al 31 de mayo
SPP037,2018-05-22,17:47:23,2018-05-23,09:03:13,15.26388889,15.825697,-87.919421,PREDIO PUCAB DPT,30.3,0.45,Si,del 1 al 31 de mayo
SPP037,2018-05-23,09:05:26,2018-05-23,11:29:35,2.4025,15.825709,-87.919404,PREDIO PUCAB DPT,0,0.04,Si,del 1 al 31 de mayo
SPP037,2018-05-23,11:50:14,2018-05-23,11:56:58,0.112222222,15.825574,-87.918656,PREDIO PUCAB DPT,0.7,0.34,Si,del 1 al 31 de mayo
SPP037,2018-05-23,11:56:58,2018-05-23,13:04:48,1.130555556,15.825524,-87.919113,PREDIO PUCAB DPT,0,0.00,Si,del 1 al 31 de mayo
SPP037,2018-05-23,13:08:54,2018-05-23,14:37:12,1.471666667,15.82628,-87.918437,PREDIO PUCAB DPT,0.2,0.07,Si,del 1 al 31 de mayo
SPP037,2018-05-23,14:37:12,2018-05-23,14:46:38,0.157222222,15.825603,-87.919037,PREDIO PUCAB DPT,0,0.00,Si,del 1 al 31 de mayo
SPP037,2018-05-23,14:49:15,2018-05-23,14:55:15,0.1,15.826474,-87.918441,PREDIO PUCAB DPT,0.3,0.04,Si,del 1 al 31 de mayo
SPP037,2018-05-23,14:56:18,2018-05-23,15:04:21,0.134166667,15.826051,-87.919756,PREDIO PUCAB DPT,0.2,0.02,Si,del 1 al 31 de mayo
SPP037,2018-05-23,15:08:21,2018-05-23,15:20:24,0.200833333,15.826577,-87.918387,PREDIO PUCAB DPT,0.2,0.07,Si,del 1 al 31 de mayo
SPP037,2018-05-23,15:21:24,2018-05-23,15:35:27,0.234166667,15.826052,-87.919856,PREDIO PUCAB DPT,0.2,0.02,Si,del 1 al 31 de mayo
SPP037,2018-05-23,15:37:30,2018-05-23,15:47:33,0.1675,15.827274,-87.91836,PREDIO PUCAB DPT,0.3,0.03,Si,del 1 al 31 de mayo
SPP037,2018-05-23,16:21:42,2018-05-23,16:26:42,0.083333333,15.670995,-87.942857,GILDAN CHOLTEX,29.6,0.57,Si,del 1 al 31 de mayo
SPP037,2018-05-23,16:56:51,2018-05-23,17:01:51,0.083333333,15.82669,-87.920032,PREDIO PUCAB DPT,30.5,0.50,Si,del 1 al 31 de mayo
SPP037,2018-05-23,17:03:51,2018-05-23,17:23:58,0.335277778,15.825883,-87.919624,PREDIO PUCAB DPT,0.3,0.03,Si,del 1 al 31 de mayo
SPP037,2018-05-23,17:26:58,2018-05-23,17:32:01,0.084166667,15.827333,-87.919476,PREDIO PUCAB DPT,0.6,0.05,Si,del 1 al 31 de mayo
SPP037,2018-05-23,17:56:04,2018-05-23,18:02:07,0.100833333,15.67005,-87.944957,GILDAN CHOLTEX,28.8,0.40,Si,del 1 al 31 de mayo
SPP037,2018-05-23,18:32:16,2018-05-24,06:59:49,12.45916667,15.825724,-87.919221,PREDIO PUCAB DPT,30.4,0.50,Si,del 1 al 31 de mayo
SPP037,2018-05-24,06:59:49,2018-05-24,07:07:42,0.131388889,15.825724,-87.919221,PREDIO PUCAB DPT,0,0.00,No,del 1 al 31 de mayo
SPP037,2018-05-24,07:08:42,2018-05-24,07:13:45,0.084166667,15.826504,-87.920547,PREDIO PUCAB DPT,0.4,0.02,Si,del 1 al 31 de mayo
SPP037,2018-05-24,07:44:52,2018-05-24,07:53:55,0.150833333,15.839673,-87.93544,OPC,6.1,0.52,Si,del 1 al 31 de mayo
SPP037,2018-05-25,08:20:09,2018-05-25,08:43:06,0.3825,15.550962,-87.996544,REINTER SAP,106.9,24.44,Si,del 1 al 31 de mayo
SPP037,2018-05-25,08:43:06,2018-05-25,08:48:24,0.088333333,15.550962,-87.996544,REINTER SAP,0,0.00,No,del 1 al 31 de mayo
SPP037,2018-05-25,08:49:24,2018-05-25,09:00:24,0.183333333,15.549977,-87.996197,REINTER SAP,0.2,0.02,Si,del 1 al 31 de mayo
SPP037,2018-05-25,09:01:24,2018-05-25,09:11:30,0.168333333,15.550896,-87.996643,REINTER SAP,0.1,0.02,Si,del 1 al 31 de mayo
SPP037,2018-05-25,09:35:39,2018-05-25,09:50:42,0.250833333,15.667298,-87.943229,ZIP CHOLOMA TEXTILES,17.9,0.40,Si,del 1 al 31 de mayo
SPP037,2018-05-25,12:02:00,2018-05-25,12:07:50,0.097222222,15.827061,-87.91827,PREDIO PUCAB DPT,29.4,2.19,Si,del 1 al 31 de mayo
SPP037,2018-05-25,13:32:36,2018-05-25,13:42:42,0.168333333,15.826563,-87.920698,PREDIO PUCAB DPT,1.9,1.41,Si,del 1 al 31 de mayo
SPP037,2018-05-25,13:45:42,2018-05-25,14:05:38,0.332222222,15.825716,-87.919423,PREDIO PUCAB DPT,0.1,0.05,Si,del 1 al 31 de mayo
SPP037,2018-05-25,14:05:38,2018-05-25,14:45:11,0.659166667,15.825629,-87.919335,PREDIO PUCAB DPT,0,0.00,No,del 1 al 31 de mayo
SPP037,2018-05-25,14:45:11,2018-05-25,15:33:54,0.811944444,15.825599,-87.919237,PREDIO PUCAB DPT,0,0.00,Si,del 1 al 31 de mayo
SPP037,2018-05-25,15:33:54,2018-05-25,15:43:10,0.154444444,15.825599,-87.919237,PREDIO PUCAB DPT,0.1,0.00,No,del 1 al 31 de mayo
SPP037,2018-05-25,15:46:13,2018-05-25,15:52:15,0.100555556,15.827095,-87.918263,PREDIO PUCAB DPT,0.5,0.05,Si,del 1 al 31 de mayo
SPP037,2018-05-25,16:49:58,2018-05-25,16:58:58,0.15,15.505382,-87.999335,MABE HONDURAS,54.1,0.96,Si,del 1 al 31 de mayo
SPP037,2018-05-25,18:20:25,2018-05-25,18:32:34,0.2025,15.825977,-87.919801,PREDIO PUCAB DPT,52.6,1.36,Si,del 1 al 31 de mayo
SPP037,2018-05-25,18:32:34,2018-05-25,19:01:46,0.486666667,15.825683,-87.919295,PREDIO PUCAB DPT,0,0.00,Si,del 1 al 31 de mayo
SPP037,2018-05-25,19:01:46,2018-05-25,19:12:52,0.185,15.825582,-87.918934,PREDIO PUCAB DPT,0.1,0.00,Si,del 1 al 31 de mayo
SPP037,2018-05-25,19:16:52,2018-05-25,19:21:55,0.084166667,15.826947,-87.918671,PREDIO PUCAB DPT,0.2,0.07,Si,del 1 al 31 de mayo
SPP037,2018-05-25,19:22:55,2018-05-25,19:29:01,0.101666667,15.826551,-87.919928,PREDIO PUCAB DPT,0.3,0.02,Si,del 1 al 31 de mayo
SPP037,2018-05-25,19:30:01,2018-05-25,19:59:10,0.485833333,15.825942,-87.918474,PREDIO PUCAB DPT,0.2,0.02,Si,del 1 al 31 de mayo
SPP037,2018-05-25,19:59:10,2018-05-25,20:24:19,0.419166667,15.825615,-87.918856,PREDIO PUCAB DPT,0,0.00,Si,del 1 al 31 de mayo
SPP037,2018-05-25,20:24:19,2018-05-26,06:54:16,10.49916667,15.82576,-87.919269,PREDIO PUCAB DPT,0,0.00,Si,del 1 al 31 de mayo
SPP037,2018-05-26,06:57:15,2018-05-26,07:02:29,0.087222222,15.825788,-87.919583,PREDIO PUCAB DPT,0.1,0.05,No,del 1 al 31 de mayo
SPP037,2018-05-26,09:13:05,2018-05-26,09:19:05,0.1,15.825708,-87.919317,PREDIO PUCAB DPT,81.7,2.18,Si,del 1 al 31 de mayo
SPP037,2018-05-26,09:19:05,2018-05-26,09:31:17,0.203333333,15.825569,-87.91893,PREDIO PUCAB DPT,0.2,0.00,Si,del 1 al 31 de mayo
SPP037,2018-05-26,09:32:14,2018-05-26,09:51:20,0.318333333,15.826652,-87.917986,PUCAB,0.1,0.02,Si,del 1 al 31 de mayo
SPP037,2018-05-26,09:52:20,2018-05-26,09:59:20,0.116666667,15.827145,-87.918901,PREDIO PUCAB DPT,0.1,0.02,Si,del 1 al 31 de mayo
SPP037,2018-05-26,09:59:20,2018-05-26,10:20:29,0.3525,15.827069,-87.9192,PREDIO PUCAB DPT,0.1,0.00,Si,del 1 al 31 de mayo
SPP037,2018-05-26,10:24:29,2018-05-26,10:31:29,0.116666667,15.826803,-87.918963,PREDIO PUCAB DPT,0.2,0.07,Si,del 1 al 31 de mayo
SPP037,2018-05-26,10:34:32,2018-05-26,10:54:38,0.335,15.825789,-87.919419,PREDIO PUCAB DPT,0.2,0.05,Si,del 1 al 31 de mayo
SPP037,2018-05-26,10:54:38,2018-05-26,11:08:41,0.234166667,15.82613,-87.91989,PREDIO PUCAB DPT,0.1,0.00,Si,del 1 al 31 de mayo
SPP037,2018-05-26,11:10:39,2018-05-26,11:19:58,0.155277778,15.82711,-87.918276,PREDIO PUCAB DPT,0.3,0.03,Si,del 1 al 31 de mayo
SPP037,2018-05-26,13:56:48,2018-05-26,14:03:51,0.1175,15.550943,-87.996668,REINTER SAP,57.3,2.61,Si,del 1 al 31 de mayo
SPP037,2018-05-26,14:08:51,2018-05-26,14:13:54,0.084166667,15.550899,-87.996809,REINTER SAP,0.6,0.08,Si,del 1 al 31 de mayo
SPP037,2018-05-26,14:47:56,2018-05-26,15:03:45,0.263611111,15.827367,-87.918523,PREDIO PUCAB DPT,45.6,0.57,Si,del 1 al 31 de mayo
SPP037,2018-05-26,15:08:31,2018-05-26,15:15:34,0.1175,15.825989,-87.919835,PREDIO PUCAB DPT,0.8,0.08,Si,del 1 al 31 de mayo
SPP037,2018-05-26,15:16:34,2018-05-26,15:24:37,0.134166667,15.825612,-87.918453,PREDIO PUCAB DPT,0.2,0.02,Si,del 1 al 31 de mayo
SPP037,2018-05-26,15:24:37,2018-05-26,15:31:43,0.118333333,15.82611,-87.919839,PREDIO PUCAB DPT,0.1,0.00,Si,del 1 al 31 de mayo
SPP037,2018-05-26,15:35:43,2018-05-27,09:08:31,17.54666667,15.826648,-87.920024,PREDIO PUCAB DPT,0.7,0.07,Si,del 1 al 31 de mayo
SPP037,2018-05-27,09:14:31,2018-05-27,09:25:34,0.184166667,15.826151,-87.919941,PREDIO PUCAB DPT,0.5,0.10,Si,del 1 al 31 de mayo
SPP037,2018-05-27,09:59:52,2018-05-27,10:06:52,0.116666667,15.671209,-87.942863,GILDAN CHOLTEX,30,0.57,Si,del 1 al 31 de mayo
SPP037,2018-05-27,14:41:06,2018-05-28,05:41:00,14.99833333,15.825788,-87.919583,PREDIO PUCAB DPT,31.5,4.57,Si,del 1 al 31 de mayo
SPP037,2018-05-28,13:40:43,2018-05-28,13:59:46,0.3175,15.826231,-87.920285,PREDIO PUCAB DPT,128.6,8.00,Si,del 1 al 31 de mayo
SPP037,2018-05-28,13:59:46,2018-05-28,14:11:52,0.201666667,15.826031,-87.919917,PREDIO PUCAB DPT,0.1,0.00,Si,del 1 al 31 de mayo
SPP037,2018-05-28,14:17:52,2018-05-28,14:24:55,0.1175,15.827178,-87.919028,PREDIO PUCAB DPT,0.3,0.10,Si,del 1 al 31 de mayo
SPP037,2018-05-28,14:29:58,2018-05-28,14:37:01,0.1175,15.8264,-87.918431,PREDIO PUCAB DPT,0.4,0.08,Si,del 1 al 31 de mayo
SPP037,2018-05-28,14:39:01,2018-05-28,15:18:35,0.659444444,15.82642,-87.919844,PREDIO PUCAB DPT,0.2,0.03,Si,del 1 al 31 de mayo
SPP037,2018-05-28,15:18:39,2018-05-29,07:54:51,16.60333333,15.82642,-87.919844,PREDIO PUCAB DPT,0,0.00,No,del 1 al 31 de mayo
SPP037,2018-05-29,07:58:46,2018-05-29,08:16:19,0.2925,15.826351,-87.919769,PREDIO PUCAB DPT,0,0.07,Si,del 1 al 31 de mayo
SPP037,2018-05-29,08:26:38,2018-05-29,08:33:38,0.116666667,15.827017,-87.918283,PREDIO PUCAB DPT,0.9,0.17,Si,del 1 al 31 de mayo
SPP037,2018-05-29,10:15:16,2018-05-29,10:20:16,0.083333333,15.321567,-87.986163,ZIP VILLANUEVA,78.7,1.69,Si,del 1 al 31 de mayo
SPP037,2018-05-29,10:21:19,2018-05-29,10:52:25,0.518333333,15.321163,-87.990177,ZIP VILLANUEVA,0.4,0.02,Si,del 1 al 31 de mayo
SPP037,2018-05-29,10:53:28,2018-05-29,13:10:55,2.290833333,15.321755,-87.990309,ZIP VILLANUEVA,0.1,0.02,Si,del 1 al 31 de mayo
SPP037,2018-05-29,17:02:28,2018-05-29,17:24:37,0.369166667,15.842578,-87.938544,OPC,83.1,3.86,Si,del 1 al 31 de mayo
SPP037,2018-05-29,17:45:46,2018-05-29,17:52:46,0.116666667,15.826121,-87.920032,PREDIO PUCAB DPT,4.6,0.35,Si,del 1 al 31 de mayo
SPP037,2018-05-29,18:01:52,2018-05-29,18:06:52,0.083333333,15.827071,-87.918277,PREDIO PUCAB DPT,0.8,0.15,Si,del 1 al 31 de mayo
SPP037,2018-05-29,22:27:40,2018-05-30,08:01:24,9.562222222,15.825912,-87.919811,PREDIO PUCAB DPT,84.8,4.35,Si,del 1 al 31 de mayo
SPP037,2018-05-30,08:01:24,2018-05-30,08:13:22,0.199444444,15.825912,-87.919811,PREDIO PUCAB DPT,0.1,0.00,No,del 1 al 31 de mayo
SPP037,2018-05-30,08:17:22,2018-05-30,11:32:14,3.247777778,15.825666,-87.919079,PREDIO PUCAB DPT,0.1,0.07,Si,del 1 al 31 de mayo
SPP037,2018-05-30,11:43:05,2018-05-30,13:01:19,1.303888889,15.826831,-87.919758,PREDIO PUCAB DPT,0.4,0.18,Si,del 1 al 31 de mayo
SPP037,2018-05-30,13:01:19,2018-05-30,13:26:30,0.419722222,15.826831,-87.919813,PREDIO PUCAB DPT,0.1,0.00,No,del 1 al 31 de mayo
SPP037,2018-05-30,13:38:33,2018-05-30,13:52:44,0.236388889,15.825952,-87.919548,PREDIO PUCAB DPT,0.6,0.20,Si,del 1 al 31 de mayo
SPP037,2018-05-30,13:55:22,2018-05-30,14:01:22,0.1,15.825702,-87.918057,PREDIO PUCAB DPT,0.2,0.04,Si,del 1 al 31 de mayo
SPP037,2018-05-30,14:02:25,2018-05-30,14:21:28,0.3175,15.826889,-87.919896,PREDIO PUCAB DPT,0.3,0.02,Si,del 1 al 31 de mayo
SPP037,2018-05-30,14:25:28,2018-05-30,14:40:34,0.251666667,15.825808,-87.919397,PREDIO PUCAB DPT,0.4,0.07,Si,del 1 al 31 de mayo
SPP037,2018-05-30,14:40:34,2018-05-30,14:48:34,0.133333333,15.826063,-87.919776,PREDIO PUCAB DPT,0.1,0.00,Si,del 1 al 31 de mayo
SPP037,2018-05-30,14:48:34,2018-05-31,04:37:12,13.81055556,15.825646,-87.919115,PREDIO PUCAB DPT,0,0.00,Si,del 1 al 31 de mayo
SPP037,2018-05-31,04:43:23,2018-05-31,04:50:01,0.110555556,15.827103,-87.918266,PREDIO PUCAB DPT,0.5,0.10,Si,del 1 al 31 de mayo
SPP037,2018-05-31,16:34:25,2018-05-31,16:43:28,0.150833333,15.825654,-87.918636,PREDIO PUCAB DPT,320.5,11.74,Si,del 1 al 31 de mayo
SPP037,2018-05-31,16:43:28,2018-05-31,23:59:48,7.272222222,15.82598,-87.91956,PREDIO PUCAB DPT,0,0.00,Si,del 1 al 31 de mayo
AAM755,2018-05-02,13:37:36,2018-05-02,15:02:15,1.410833333,15.825558,-87.919189,PREDIO PUCAB DPT,0,0.00,Si,del 1 al 31 de mayo
AAM755,2018-05-02,15:06:07,2018-05-02,15:12:22,0.104166667,15.825587,-87.919215,PREDIO PUCAB DPT,0,0.06,Si,del 1 al 31 de mayo
AAM755,2018-05-02,15:12:22,2018-05-02,15:18:26,0.101111111,15.825587,-87.919215,PREDIO PUCAB DPT,0,0.00,No,del 1 al 31 de mayo
AAM755,2018-05-02,15:22:26,2018-05-02,15:45:20,0.381666667,15.826137,-87.919973,PREDIO PUCAB DPT,0.5,0.07,Si,del 1 al 31 de mayo
AAM755,2018-05-02,15:49:20,2018-05-02,16:44:11,0.914166667,15.827485,-87.918875,PREDIO PUCAB DPT,0.4,0.07,Si,del 1 al 31 de mayo
AAM755,2018-05-02,16:45:11,2018-05-02,16:51:11,0.1,15.827034,-87.918326,PREDIO PUCAB DPT,0,0.02,Si,del 1 al 31 de mayo
AAM755,2018-05-02,16:53:01,2018-05-02,18:28:47,1.596111111,15.826894,-87.91825,PREDIO PUCAB DPT,0,0.03,Si,del 1 al 31 de mayo
AAM755,2018-05-02,18:35:21,2018-05-02,19:51:03,1.261666667,15.82693,-87.91815,PREDIO PUCAB DPT,0,0.11,Si,del 1 al 31 de mayo
AAM755,2018-05-04,09:58:51,2018-05-04,10:24:45,0.431666667,15.825782,-87.918547,PREDIO PUCAB DPT,148,38.13,Si,del 1 al 31 de mayo
AAM755,2018-05-04,10:26:45,2018-05-04,10:41:42,0.249166667,15.826833,-87.919882,PREDIO PUCAB DPT,0.3,0.03,Si,del 1 al 31 de mayo
AAM755,2018-05-04,10:43:42,2018-05-04,10:50:42,0.116666667,15.82594,-87.91847,PREDIO PUCAB DPT,0.3,0.03,Si,del 1 al 31 de mayo
AAM755,2018-05-04,10:50:42,2018-05-04,11:10:39,0.3325,15.825949,-87.919182,PREDIO PUCAB DPT,0,0.00,Si,del 1 al 31 de mayo
AAM755,2018-05-04,11:14:37,2018-05-04,11:26:34,0.199166667,15.827005,-87.918294,PREDIO PUCAB DPT,0.6,0.07,Si,del 1 al 31 de mayo
AAM755,2018-05-04,16:50:23,2018-05-04,16:55:23,0.083333333,15.825858,-87.918465,PREDIO PUCAB DPT,5.6,5.40,Si,del 1 al 31 de mayo
AAM755,2018-05-04,16:55:23,2018-05-05,07:48:43,14.88888889,15.825683,-87.919305,PREDIO PUCAB DPT,0,0.00,Si,del 1 al 31 de mayo
AAM755,2018-05-05,07:54:22,2018-05-05,08:08:19,0.2325,15.826119,-87.918441,PREDIO PUCAB DPT,0.2,0.09,Si,del 1 al 31 de mayo
AAM755,2018-05-05,08:09:19,2018-05-05,08:20:54,0.193055556,15.825928,-87.919571,PREDIO PUCAB DPT,0.1,0.02,Si,del 1 al 31 de mayo
AAM755,2018-05-05,08:25:55,2018-05-05,09:25:58,1.000833333,15.827461,-87.918909,PREDIO PUCAB DPT,0.3,0.08,Si,del 1 al 31 de mayo
AAM755,2018-05-07,08:21:03,2018-05-07,08:31:14,0.169722222,15.825931,-87.919688,PREDIO PUCAB DPT,0.9,0.29,Si,del 1 al 31 de mayo
AAM755,2018-05-07,08:31:46,2018-05-07,08:45:40,0.231666667,15.826041,-87.919842,PREDIO PUCAB DPT,0,0.01,Si,del 1 al 31 de mayo
AAM755,2018-05-07,08:47:44,2018-05-07,08:52:44,0.083333333,15.826254,-87.920175,PREDIO PUCAB DPT,0.3,0.03,Si,del 1 al 31 de mayo
AAM755,2018-05-07,08:53:41,2018-05-07,09:13:07,0.323888889,15.827156,-87.918407,PREDIO PUCAB DPT,0.1,0.02,Si,del 1 al 31 de mayo
AAM755,2018-05-07,16:25:57,2018-05-07,16:30:57,0.083333333,15.826656,-87.920733,PREDIO PUCAB DPT,5.5,7.21,Si,del 1 al 31 de mayo
AAM755,2018-05-07,16:44:54,2018-05-08,08:02:31,15.29361111,15.825506,-87.919063,PREDIO PUCAB DPT,0.4,0.23,Si,del 1 al 31 de mayo
AAM755,2018-05-08,08:12:25,2018-05-08,08:26:23,0.232777778,15.826006,-87.919798,PREDIO PUCAB DPT,0.2,0.17,Si,del 1 al 31 de mayo
AAM755,2018-05-08,08:27:25,2018-05-08,08:32:28,0.084166667,15.826141,-87.919998,PREDIO PUCAB DPT,0.1,0.02,Si,del 1 al 31 de mayo
AAM755,2018-05-08,15:45:44,2018-05-08,15:56:41,0.1825,15.826051,-87.919936,PREDIO PUCAB DPT,1.5,7.22,Si,del 1 al 31 de mayo
AAM755,2018-05-08,15:57:41,2018-05-09,10:04:11,18.10833333,15.825738,-87.919251,PREDIO PUCAB DPT,0.1,0.02,Si,del 1 al 31 de mayo
AAM755,2018-05-09,10:04:11,2018-05-09,10:09:47,0.093333333,15.825764,-87.919275,PREDIO PUCAB DPT,0.1,0.00,No,del 1 al 31 de mayo
AAM755,2018-05-09,10:13:11,2018-05-09,10:26:21,0.219444444,15.826045,-87.919735,PREDIO PUCAB DPT,0,0.06,Si,del 1 al 31 de mayo
AAM755,2018-05-10,18:16:40,2018-05-11,08:07:46,13.85166667,15.825927,-87.919798,PREDIO PUCAB DPT,188.8,31.84,Si,del 1 al 31 de mayo
AAM755,2018-05-11,08:07:46,2018-05-11,08:13:21,0.093055556,15.825927,-87.919798,PREDIO PUCAB DPT,0.1,0.00,No,del 1 al 31 de mayo
AAM755,2018-05-11,08:21:14,2018-05-11,08:36:29,0.254166667,15.826024,-87.919822,PREDIO PUCAB DPT,0,0.13,Si,del 1 al 31 de mayo
AAM755,2018-05-11,08:40:37,2018-05-11,08:51:21,0.178888889,15.827094,-87.918262,PREDIO PUCAB DPT,0.4,0.07,Si,del 1 al 31 de mayo
AAM755,2018-05-11,17:04:11,2018-05-11,17:10:11,0.1,15.826208,-87.920227,PREDIO PUCAB DPT,3.2,8.21,Si,del 1 al 31 de mayo
AAM755,2018-05-11,17:10:11,2018-05-11,17:18:08,0.1325,15.825952,-87.919787,PREDIO PUCAB DPT,0.1,0.00,Si,del 1 al 31 de mayo
AAM755,2018-05-11,17:21:08,2018-05-11,17:26:08,0.083333333,15.826533,-87.918466,PREDIO PUCAB DPT,0.3,0.05,Si,del 1 al 31 de mayo
AAM755,2018-05-11,17:26:08,2018-05-12,08:14:00,14.79777778,15.825656,-87.919247,PREDIO PUCAB DPT,0.1,0.00,Si,del 1 al 31 de mayo
AAM755,2018-05-12,08:16:37,2018-05-12,08:21:37,0.083333333,15.825776,-87.918514,PREDIO PUCAB DPT,0.1,0.04,Si,del 1 al 31 de mayo
AAM755,2018-05-12,08:26:10,2018-05-12,08:47:05,0.348611111,15.826116,-87.919981,PREDIO PUCAB DPT,0.3,0.08,Si,del 1 al 31 de mayo
AAM755,2018-05-14,08:04:39,2018-05-14,08:19:15,0.243333333,15.826151,-87.920152,PREDIO PUCAB DPT,0.2,0.00,No,del 1 al 31 de mayo
AAM755,2018-05-14,08:24:12,2018-05-14,08:29:12,0.083333333,15.826496,-87.918026,PUCAB,0.3,0.08,Si,del 1 al 31 de mayo
AAM755,2018-05-14,08:30:12,2018-05-14,10:15:31,1.755277778,15.825639,-87.919175,PREDIO PUCAB DPT,0.1,0.02,Si,del 1 al 31 de mayo
AAM755,2018-05-14,10:21:01,2018-05-14,10:26:02,0.083611111,15.82683,-87.917648,PUCAB,0.3,0.09,Si,del 1 al 31 de mayo
AAM755,2018-05-14,10:27:02,2018-05-14,10:48:59,0.365833333,15.826003,-87.918428,PREDIO PUCAB DPT,0.1,0.02,Si,del 1 al 31 de mayo
AAM755,2018-05-14,10:48:59,2018-05-14,11:08:53,0.331666667,15.825746,-87.918527,PREDIO PUCAB DPT,0.1,0.00,Si,del 1 al 31 de mayo
AAM755,2018-05-14,11:11:53,2018-05-14,11:24:53,0.216666667,15.825767,-87.919275,PREDIO PUCAB DPT,0.1,0.05,Si,del 1 al 31 de mayo
AAM755,2018-05-14,11:29:50,2018-05-14,11:35:37,0.096388889,15.827398,-87.918458,PREDIO PUCAB DPT,0.3,0.08,Si,del 1 al 31 de mayo
AAM755,2018-05-14,11:35:37,2018-05-14,11:46:10,0.175833333,15.827099,-87.918293,PREDIO PUCAB DPT,0,0.00,Si,del 1 al 31 de mayo
