"product_name","promotion_name","product_family","recyclable_package","media_type","has_promotion","promotion_duration_days","promotion_unit_cost","sales","estimate"
"Faux Products Childrens Cold Remedy","Double Your Savings","Non-Consumable",1,"Radio",1,2,9443,4.65,7.63773512357051
"Faux Products Childrens Cold Remedy","Money Savers","Non-Consumable",1,"Cash Register Handout",1,4,5301,4.65,7.63773512357051
"Faux Products Childrens Cold Remedy","Mystery Sale","Non-Consumable",1,"Sunday Paper Radio",1,3,9700,4.65,7.63773512357051
"Faux Products Childrens Cold Remedy","Price Savers","Non-Consumable",1,"Daily Paper Radio TV",1,1,9356,6.2,7.63773512357051
"Faux Products Childrens Cold Remedy","Savings Galore","Non-Consumable",1,"Street Handout",1,3,13853,6.2,7.63773512357051
"Faux Products Childrens Cold Remedy","Shelf Emptiers","Non-Consumable",1,"Street Handout",1,4,13734,3.1,7.63773512357051
"Faux Products Childrens Cold Remedy","Super Duper Savers","Non-Consumable",1,"Daily Paper",1,1,9100,4.65,7.63773512357051
"Faux Products Childrens Cold Remedy","Super Wallet Savers","Non-Consumable",1,"Daily Paper Radio",1,4,10914,3.1,7.63773512357051
"Faux Products Childrens Cold Remedy","You Save Days","Non-Consumable",1,"Bulk Mail",1,4,13181,6.2,7.63773512357051
"Faux Products Conditioning Shampoo","'No Promotion","Non-Consumable",1,"No Media",0,0,0,204.24,266.201061138571
"Faux Products Conditioning Shampoo","Bag Stuffers","Non-Consumable",1,"Product Attachment",1,4,8262,5.92,7.63773512357051
"Faux Products Conditioning Shampoo","Best Savings","Non-Consumable",1,"Radio",1,4,13141,2.96,7.63773512357051
"Faux Products Conditioning Shampoo","Best Savings","Non-Consumable",1,"Street Handout",1,4,11401,7.4,7.63773512357051
"Faux Products Conditioning Shampoo","Big Time Savings","Non-Consumable",1,"Daily Paper",1,2,7732,4.44,7.63773512357051
"Faux Products Conditioning Shampoo","Cash Register Lottery","Non-Consumable",1,"In-Store Coupon",1,29,9578,4.44,7.63773512357051
"Faux Products Conditioning Shampoo","Double Your Savings","Non-Consumable",1,"Radio",1,2,9443,5.92,7.63773512357051
"Faux Products Conditioning Shampoo","High Roller Savings","Non-Consumable",1,"Daily Paper",1,4,10184,5.92,7.63773512357051
"Faux Products Conditioning Shampoo","Saving Days","Non-Consumable",1,"Daily Paper Radio",1,2,11836,5.92,7.63773512357051
"Faux Products Conditioning Shampoo","Shelf Emptiers","Non-Consumable",1,"Cash Register Handout",1,4,9229,4.44,7.63773512357051
"Faux Products Conditioning Shampoo","Shelf Emptiers","Non-Consumable",1,"Daily Paper Radio TV",1,3,10789,5.92,7.63773512357051
"Faux Products Conditioning Shampoo","Two Day Sale","Non-Consumable",1,"Sunday Paper",1,3,12688,2.96,7.63773512357051
"Faux Products Conditioning Shampoo","Two for One","Non-Consumable",1,"Bulk Mail",1,2,8642,2.96,7.63773512357051
"Faux Products Conditioning Shampoo","Unbeatable Price Savers","Non-Consumable",1,"Product Attachment",1,4,12436,5.92,7.63773512357051
"Faux Products Conditioning Shampoo","Weekend Markdown","Non-Consumable",1,"Daily Paper Radio TV",1,3,7524,5.92,7.63773512357051
"Faux Products Deodorant","'No Promotion","Non-Consumable",0,"No Media",0,0,0,264,265.19826956013
"Faux Products Deodorant","Best Savings","Non-Consumable",0,"Daily Paper Radio TV",1,4,5382,11,6.63494354512949
"Faux Products Deodorant","Big Promo","Non-Consumable",0,"Cash Register Handout",1,2,12388,5.5,6.63494354512949
"Faux Products Deodorant","Bye Bye Baby","Non-Consumable",0,"TV",1,4,6292,5.5,6.63494354512949
"Faux Products Deodorant","Double Down Sale","Non-Consumable",0,"Street Handout",1,3,5919,5.5,6.63494354512949
"Faux Products Deodorant","Double Your Savings","Non-Consumable",0,"Radio",1,3,13989,11,6.63494354512949
"Faux Products Deodorant","High Roller Savings","Non-Consumable",0,"Daily Paper",1,4,10184,8.25,6.63494354512949
"Faux Products Deodorant","Money Savers","Non-Consumable",0,"Cash Register Handout",1,4,5301,8.25,6.63494354512949
"Faux Products Deodorant","One Day Sale","Non-Consumable",0,"In-Store Coupon",1,2,9307,8.25,6.63494354512949
"Faux Products Deodorant","Price Destroyers","Non-Consumable",0,"Daily Paper Radio TV",1,3,5827,5.5,6.63494354512949
"Faux Products Deodorant","Price Savers","Non-Consumable",0,"Street Handout",1,2,11513,8.25,6.63494354512949
"Faux Products Deodorant","Sales Days","Non-Consumable",0,"Daily Paper Radio TV",1,3,9771,8.25,6.63494354512949
"Faux Products Deodorant","Sales Days","Non-Consumable",0,"TV",1,3,8103,8.25,6.63494354512949
"Faux Products Deodorant","Save-It Sale","Non-Consumable",0,"Daily Paper Radio TV",1,3,8937,8.25,6.63494354512949
"Faux Products Deodorant","Saving Days","Non-Consumable",0,"Daily Paper Radio",1,2,11836,8.25,6.63494354512949
"Faux Products Deodorant","Shelf Emptiers","Non-Consumable",0,"Sunday Paper Radio TV",1,3,8969,11,6.63494354512949
"Faux Products Deodorant","Super Savers","Non-Consumable",0,"Sunday Paper Radio",1,2,6499,11,6.63494354512949
"Faux Products Dishwasher Detergent","'No Promotion","Non-Consumable",1,"No Media",0,0,0,207.06,266.201061138571
"Faux Products Dishwasher Detergent","Best Savings","Non-Consumable",1,"Daily Paper Radio TV",1,4,5382,6.96,7.63773512357051
"Faux Products Dishwasher Detergent","Big Promo","Non-Consumable",1,"Sunday Paper",1,2,5112,5.22,7.63773512357051
"Faux Products Dishwasher Detergent","Big Time Discounts","Non-Consumable",1,"Product Attachment",1,2,10993,5.22,7.63773512357051
"Faux Products Dishwasher Detergent","Dimes Off","Non-Consumable",1,"In-Store Coupon",1,3,10165,1.74,7.63773512357051
"Faux Products Dishwasher Detergent","Double Down Sale","Non-Consumable",1,"Street Handout",1,2,9085,3.48,7.63773512357051
"Faux Products Dishwasher Detergent","Green Light Days","Non-Consumable",1,"Street Handout",1,2,13342,6.96,7.63773512357051
"Faux Products Dishwasher Detergent","High Roller Savings","Non-Consumable",1,"Daily Paper",1,4,10184,6.96,7.63773512357051
"Faux Products Dishwasher Detergent","Mystery Sale","Non-Consumable",1,"Daily Paper Radio TV",1,4,7435,1.74,7.63773512357051
"Faux Products Dishwasher Detergent","Price Savers","Non-Consumable",1,"Cash Register Handout",1,3,12820,6.96,7.63773512357051
"Faux Products Dishwasher Detergent","Price Savers","Non-Consumable",1,"Sunday Paper Radio",1,1,11170,3.48,7.63773512357051
"Faux Products Dishwasher Detergent","Sale Winners","Non-Consumable",1,"Daily Paper",1,4,8959,6.96,7.63773512357051
"Faux Products Dishwasher Detergent","Sales Days","Non-Consumable",1,"Daily Paper Radio TV",1,3,9771,6.96,7.63773512357051
"Faux Products Dishwasher Detergent","Sales Galore","Non-Consumable",1,"Bulk Mail",1,4,14245,6.96,7.63773512357051
"Faux Products Dishwasher Detergent","Sales Galore","Non-Consumable",1,"Product Attachment",1,3,14908,6.96,7.63773512357051
"Faux Products Dishwasher Detergent","Save-It Sale","Non-Consumable",1,"In-Store Coupon",1,3,5242,5.22,7.63773512357051
"Faux Products Dishwasher Detergent","Super Savers","Non-Consumable",1,"Sunday Paper Radio",1,2,6499,6.96,7.63773512357051
"Faux Products Dishwasher Detergent","Super Wallet Savers","Non-Consumable",1,"Cash Register Handout",1,2,14019,3.48,7.63773512357051
"Faux Products Dishwasher Detergent","Wallet Savers","Non-Consumable",1,"Sunday Paper Radio TV",1,4,7995,5.22,7.63773512357051
"Faux Products Dishwasher Detergent","Weekend Markdown","Non-Consumable",1,"Daily Paper Radio TV",1,3,7524,6.96,7.63773512357051
"Faux Products Dishwasher Detergent","Weekend Markdown","Non-Consumable",1,"In-Store Coupon",1,1,13590,1.74,7.63773512357051
"Faux Products Extra Moisture Shampoo","'No Promotion","Non-Consumable",0,"No Media",0,0,0,310.08,265.19826956013
"Faux Products Extra Moisture Shampoo","Best Savings","Non-Consumable",0,"Daily Paper Radio TV",1,4,5382,6.84,6.63494354512949
"Faux Products Extra Moisture Shampoo","Big Time Discounts","Non-Consumable",0,"Daily Paper",1,2,8186,4.56,6.63494354512949
"Faux Products Extra Moisture Shampoo","Cash Register Lottery","Non-Consumable",0,"Daily Paper Radio",1,29,5986,13.68,6.63494354512949
"Faux Products Extra Moisture Shampoo","Cash Register Lottery","Non-Consumable",0,"Daily Paper Radio TV",1,29,5559,9.12,6.63494354512949
"Faux Products Extra Moisture Shampoo","Double Down Sale","Non-Consumable",0,"Street Handout",1,2,9085,9.12,6.63494354512949
"Faux Products Extra Moisture Shampoo","Green Light Days","Non-Consumable",0,"Daily Paper",1,2,6627,6.84,6.63494354512949
"Faux Products Extra Moisture Shampoo","High Roller Savings","Non-Consumable",0,"Daily Paper",1,4,10184,4.56,6.63494354512949
"Faux Products Extra Moisture Shampoo","Money Savers","Non-Consumable",0,"Cash Register Handout",1,4,5301,6.84,6.63494354512949
"Faux Products Extra Moisture Shampoo","One Day Sale","Non-Consumable",0,"In-Store Coupon",1,2,9307,4.56,6.63494354512949
"Faux Products Extra Moisture Shampoo","Price Cutters","Non-Consumable",0,"Product Attachment",1,4,12920,4.56,6.63494354512949
"Faux Products Extra Moisture Shampoo","Price Savers","Non-Consumable",0,"Product Attachment",1,3,6227,6.84,6.63494354512949
"Faux Products Extra Moisture Shampoo","Price Savers","Non-Consumable",0,"Sunday Paper Radio",1,1,11170,6.84,6.63494354512949
"Faux Products Extra Moisture Shampoo","Save-It Sale","Non-Consumable",0,"Daily Paper Radio TV",1,3,8937,13.68,6.63494354512949
"Faux Products Extra Moisture Shampoo","Shelf Emptiers","Non-Consumable",0,"Daily Paper Radio TV",1,3,10789,6.84,6.63494354512949
"Faux Products Extra Moisture Shampoo","Three for One","Non-Consumable",0,"Product Attachment",1,3,12247,6.84,6.63494354512949
"Faux Products Extra Moisture Shampoo","Tip Top Savings","Non-Consumable",0,"In-Store Coupon",1,2,5197,2.28,6.63494354512949
"Faux Products Extra Moisture Shampoo","You Save Days","Non-Consumable",0,"Bulk Mail",1,4,13181,4.56,6.63494354512949
"Faux Products HCL Nasal Spray","'No Promotion","Non-Consumable",1,"No Media",0,0,0,222.18,266.201061138571
"Faux Products HCL Nasal Spray","Cash Register Lottery","Non-Consumable",1,"In-Store Coupon",1,29,9578,11.27,7.63773512357051
"Faux Products HCL Nasal Spray","Dollar Cutters","Non-Consumable",1,"Daily Paper Radio TV",1,2,14418,3.22,7.63773512357051
"Faux Products HCL Nasal Spray","Go For It","Non-Consumable",1,"Daily Paper Radio TV",1,4,10055,3.22,7.63773512357051
"Faux Products HCL Nasal Spray","High Roller Savings","Non-Consumable",1,"Daily Paper",1,4,10184,11.27,7.63773512357051
"Faux Products HCL Nasal Spray","Price Destroyers","Non-Consumable",1,"Daily Paper Radio TV",1,3,5827,6.44,7.63773512357051
"Faux Products HCL Nasal Spray","Sale Winners","Non-Consumable",1,"Daily Paper",1,4,8959,3.22,7.63773512357051
"Faux Products HCL Nasal Spray","Sales Days","Non-Consumable",1,"TV",1,3,8103,4.83,7.63773512357051
"Faux Products HCL Nasal Spray","Sales Galore","Non-Consumable",1,"Bulk Mail",1,4,14245,6.44,7.63773512357051
"Faux Products HCL Nasal Spray","Sales Galore","Non-Consumable",1,"Product Attachment",1,3,14908,8.05,7.63773512357051
"Faux Products HCL Nasal Spray","Super Duper Savers","Non-Consumable",1,"Daily Paper",1,1,10091,11.27,7.63773512357051
"Faux Products HCL Nasal Spray","Super Savers","Non-Consumable",1,"Sunday Paper Radio",1,2,6499,4.83,7.63773512357051
"Faux Products HCL Nasal Spray","Two Day Sale","Non-Consumable",1,"Daily Paper",1,3,10365,8.05,7.63773512357051
"Faux Products HCL Nasal Spray","Unbeatable Price Savers","Non-Consumable",1,"Daily Paper Radio TV",1,3,13777,4.83,7.63773512357051
"Faux Products HCL Nasal Spray","You Save Days","Non-Consumable",1,"Bulk Mail",1,4,13181,8.05,7.63773512357051
"Faux Products HCL Nasal Spray","You Save Days","Non-Consumable",1,"TV",1,2,10822,3.22,7.63773512357051
"Faux Products Laundry Detergent","'No Promotion","Non-Consumable",1,"No Media",0,0,0,303.28,266.201061138571
"Faux Products Laundry Detergent","Best Savings","Non-Consumable",1,"Daily Paper Radio TV",1,4,5382,6.69,7.63773512357051
"Faux Products Laundry Detergent","Best Savings","Non-Consumable",1,"Street Handout",1,4,11401,4.46,7.63773512357051
"Faux Products Laundry Detergent","Big Time Discounts","Non-Consumable",1,"Daily Paper",1,2,8186,8.92,7.63773512357051
"Faux Products Laundry Detergent","Big Time Savings","Non-Consumable",1,"Daily Paper Radio TV",1,4,12067,2.23,7.63773512357051
"Faux Products Laundry Detergent","Cash Register Lottery","Non-Consumable",1,"Sunday Paper Radio",1,29,12361,4.46,7.63773512357051
"Faux Products Laundry Detergent","Double Down Sale","Non-Consumable",1,"Street Handout",1,3,5919,4.46,7.63773512357051
"Faux Products Laundry Detergent","I Cant Believe It Sale","Non-Consumable",1,"Product Attachment",1,4,14746,6.69,7.63773512357051
"Faux Products Laundry Detergent","Price Savers","Non-Consumable",1,"Cash Register Handout",1,3,12820,11.15,7.63773512357051
"Faux Products Laundry Detergent","Save-It Sale","Non-Consumable",1,"Daily Paper Radio TV",1,3,8937,6.69,7.63773512357051
"Faux Products Laundry Detergent","Super Duper Savers","Non-Consumable",1,"Daily Paper",1,1,10091,8.92,7.63773512357051
"Faux Products Mint Mouthwash","'No Promotion","Non-Consumable",0,"No Media",0,0,0,312,265.19826956013
"Faux Products Mint Mouthwash","Cash Register Lottery","Non-Consumable",0,"Daily Paper Radio",1,29,5986,7.2,6.63494354512949
"Faux Products Mint Mouthwash","High Roller Savings","Non-Consumable",0,"Daily Paper",1,4,10184,7.2,6.63494354512949
"Faux Products Mint Mouthwash","Price Destroyers","Non-Consumable",0,"TV",1,1,10417,9.6,6.63494354512949
"Faux Products Mint Mouthwash","Price Winners","Non-Consumable",0,"Street Handout",1,2,6879,7.2,6.63494354512949
"Faux Products Mint Mouthwash","Sales Galore","Non-Consumable",0,"TV",1,2,10616,7.2,6.63494354512949
"Faux Products Mint Mouthwash","Saving Days","Non-Consumable",0,"Daily Paper Radio",1,2,11836,4.8,6.63494354512949
"Faux Products Mint Mouthwash","Super Duper Savers","Non-Consumable",0,"Cash Register Handout",1,4,12950,7.2,6.63494354512949
"Faux Products Mint Mouthwash","Super Duper Savers","Non-Consumable",0,"Daily Paper",1,1,10091,4.8,6.63494354512949
"Faux Products Mint Mouthwash","Super Savers","Non-Consumable",0,"In-Store Coupon",1,4,13466,9.6,6.63494354512949
"Faux Products Mint Mouthwash","Tip Top Savings","Non-Consumable",0,"Daily Paper Radio TV",1,4,5490,7.2,6.63494354512949
"Faux Products Mint Mouthwash","Weekend Markdown","Non-Consumable",0,"Street Handout",1,2,5337,7.2,6.63494354512949
"Faux Products Multi-Symptom Cold Remedy","'No Promotion","Non-Consumable",0,"No Media",0,0,0,50.88,265.19826956013
"Faux Products Multi-Symptom Cold Remedy","Best Savings","Non-Consumable",0,"Street Handout",1,4,11401,1.59,6.63494354512949
"Faux Products Multi-Symptom Cold Remedy","Big Promo","Non-Consumable",0,"Sunday Paper",1,2,5112,1.06,6.63494354512949
"Faux Products Multi-Symptom Cold Remedy","Cash Register Lottery","Non-Consumable",0,"Daily Paper Radio",1,29,5986,1.59,6.63494354512949
"Faux Products Multi-Symptom Cold Remedy","Cash Register Lottery","Non-Consumable",0,"Sunday Paper Radio",1,29,12361,2.12,6.63494354512949
"Faux Products Multi-Symptom Cold Remedy","Free For All","Non-Consumable",0,"Street Handout",1,1,5518,1.59,6.63494354512949
"Faux Products Multi-Symptom Cold Remedy","Green Light Days","Non-Consumable",0,"Street Handout",1,2,13342,1.59,6.63494354512949
"Faux Products Multi-Symptom Cold Remedy","High Roller Savings","Non-Consumable",0,"Daily Paper",1,4,10184,2.12,6.63494354512949
"Faux Products Multi-Symptom Cold Remedy","Save-It Sale","Non-Consumable",0,"Daily Paper Radio TV",1,3,8937,2.12,6.63494354512949
"Faux Products Multi-Symptom Cold Remedy","Three for One","Non-Consumable",0,"Sunday Paper",1,2,11825,2.12,6.63494354512949
"Faux Products Multi-Symptom Cold Remedy","Tip Top Savings","Non-Consumable",0,"In-Store Coupon",1,2,5197,0.53,6.63494354512949
"Faux Products Multi-Symptom Cold Remedy","You Save Days","Non-Consumable",0,"Sunday Paper",1,4,5127,2.12,6.63494354512949
"Faux Products Multi-Symptom Cold Remedy","You Save Days","Non-Consumable",0,"TV",1,2,10822,2.65,6.63494354512949
"Faux Products Silky Smooth Hair Conditioner","'No Promotion","Non-Consumable",1,"No Media",0,0,0,235.87,266.201061138571
"Faux Products Silky Smooth Hair Conditioner","Big Time Discounts","Non-Consumable",1,"Product Attachment",1,2,10993,9.16,7.63773512357051
"Faux Products Silky Smooth Hair Conditioner","Cash Register Lottery","Non-Consumable",1,"Daily Paper Radio",1,29,5986,6.87,7.63773512357051
"Faux Products Silky Smooth Hair Conditioner","Double Your Savings","Non-Consumable",1,"Radio",1,2,9443,6.87,7.63773512357051
"Faux Products Silky Smooth Hair Conditioner","Go For It","Non-Consumable",1,"Daily Paper Radio TV",1,4,10055,11.45,7.63773512357051
"Faux Products Silky Smooth Hair Conditioner","Green Light Days","Non-Consumable",1,"Daily Paper",1,2,6627,6.87,7.63773512357051
"Faux Products Silky Smooth Hair Conditioner","High Roller Savings","Non-Consumable",1,"Daily Paper",1,4,10184,4.58,7.63773512357051
"Faux Products Silky Smooth Hair Conditioner","Mystery Sale","Non-Consumable",1,"Bulk Mail",1,2,8497,4.58,7.63773512357051
"Faux Products Silky Smooth Hair Conditioner","Price Savers","Non-Consumable",1,"Daily Paper Radio TV",1,1,9356,6.87,7.63773512357051
"Faux Products Silky Smooth Hair Conditioner","Price Savers","Non-Consumable",1,"Product Attachment",1,3,6227,6.87,7.63773512357051
"Faux Products Silky Smooth Hair Conditioner","Price Smashers","Non-Consumable",1,"Product Attachment",1,3,13823,6.87,7.63773512357051
"Faux Products Silky Smooth Hair Conditioner","Sales Galore","Non-Consumable",1,"TV",1,2,10616,6.87,7.63773512357051
"Faux Products Silky Smooth Hair Conditioner","Save-It Sale","Non-Consumable",1,"Daily Paper Radio",1,2,6484,4.58,7.63773512357051
"Faux Products Silky Smooth Hair Conditioner","Super Duper Savers","Non-Consumable",1,"Cash Register Handout",1,4,12950,11.45,7.63773512357051
"Faux Products Silky Smooth Hair Conditioner","Super Wallet Savers","Non-Consumable",1,"Daily Paper Radio",1,4,10914,4.58,7.63773512357051
"Faux Products Silky Smooth Hair Conditioner","You Save Days","Non-Consumable",1,"Bulk Mail",1,4,13181,4.58,7.63773512357051
"Faux Products Tartar Control Toothpaste","'No Promotion","Non-Consumable",0,"No Media",0,0,0,101.2,265.19826956013
"Faux Products Tartar Control Toothpaste","Dimes Off","Non-Consumable",0,"Daily Paper Radio TV",1,2,9647,2.76,6.63494354512949
"Faux Products Tartar Control Toothpaste","Price Cutters","Non-Consumable",0,"Cash Register Handout",1,3,14552,2.76,6.63494354512949
"Faux Products Tartar Control Toothpaste","Price Savers","Non-Consumable",0,"Street Handout",1,2,11513,1.84,6.63494354512949
"Faux Products Tartar Control Toothpaste","Sales Days","Non-Consumable",0,"Daily Paper",1,1,6271,2.76,6.63494354512949
"Faux Products Tartar Control Toothpaste","Sales Days","Non-Consumable",0,"Daily Paper",1,2,9166,3.68,6.63494354512949
"Faux Products Tartar Control Toothpaste","Sales Days","Non-Consumable",0,"TV",1,3,8103,3.68,6.63494354512949
"Faux Products Tartar Control Toothpaste","Sales Galore","Non-Consumable",0,"TV",1,2,10616,3.68,6.63494354512949
"Faux Products Tartar Control Toothpaste","Save-It Sale","Non-Consumable",0,"Product Attachment",1,3,6025,2.76,6.63494354512949
"Faux Products Tartar Control Toothpaste","Shelf Emptiers","Non-Consumable",0,"Bulk Mail",1,2,11786,2.76,6.63494354512949
"Faux Products Tartar Control Toothpaste","Two Day Sale","Non-Consumable",0,"Sunday Paper",1,3,12688,4.6,6.63494354512949
"Faux Products Tartar Control Toothpaste","Weekend Markdown","Non-Consumable",0,"Daily Paper Radio TV",1,3,7524,2.76,6.63494354512949
"Faux Products Tartar Control Toothpaste","You Save Days","Non-Consumable",0,"Sunday Paper",1,4,5127,2.76,6.63494354512949
"Faux Products Toothpaste","'No Promotion","Non-Consumable",1,"No Media",0,0,0,535.95,266.201061138571
"Faux Products Toothpaste","Best Savings","Non-Consumable",1,"Daily Paper Radio TV",1,4,5382,11.91,7.63773512357051
"Faux Products Toothpaste","Big Promo","Non-Consumable",1,"Sunday Paper",1,2,5112,19.85,7.63773512357051
"Faux Products Toothpaste","Big Time Savings","Non-Consumable",1,"Daily Paper Radio TV",1,4,12067,7.94,7.63773512357051
"Faux Products Toothpaste","Cash Register Lottery","Non-Consumable",1,"Daily Paper Radio",1,29,5986,15.88,7.63773512357051
"Faux Products Toothpaste","Cash Register Lottery","Non-Consumable",1,"Daily Paper Radio TV",1,29,5559,15.88,7.63773512357051
"Faux Products Toothpaste","Free For All","Non-Consumable",1,"Street Handout",1,1,5518,11.91,7.63773512357051
"Faux Products Toothpaste","Price Savers","Non-Consumable",1,"Street Handout",1,2,11513,11.91,7.63773512357051
"Faux Products Toothpaste","Sales Galore","Non-Consumable",1,"Bulk Mail",1,4,14245,15.88,7.63773512357051
"Faux Products Toothpaste","Save-It Sale","Non-Consumable",1,"Product Attachment",1,3,6025,11.91,7.63773512357051
"Faux Products Toothpaste","Savings Galore","Non-Consumable",1,"Street Handout",1,3,13853,11.91,7.63773512357051
"Faux Products Toothpaste","Savings Galore","Non-Consumable",1,"Sunday Paper Radio TV",1,1,6165,11.91,7.63773512357051
"Faux Products Toothpaste","Tip Top Savings","Non-Consumable",1,"Daily Paper Radio TV",1,4,5490,11.91,7.63773512357051
"Faux Products Toothpaste","Unbeatable Price Savers","Non-Consumable",1,"Daily Paper Radio TV",1,3,13777,31.76,7.63773512357051
"Faux Products Toothpaste","Weekend Markdown","Non-Consumable",1,"Street Handout",1,2,5337,11.91,7.63773512357051
"Faux Products Toothpaste","You Save Days","Non-Consumable",1,"Bulk Mail",1,4,13181,31.76,7.63773512357051
"Faux Products Whitening Toothpast","'No Promotion","Non-Consumable",1,"No Media",0,0,0,80.6,266.201061138571
"Faux Products Whitening Toothpast","Cash Register Lottery","Non-Consumable",1,"Daily Paper Radio",1,29,5986,3.9,7.63773512357051
"Faux Products Whitening Toothpast","Cash Register Lottery","Non-Consumable",1,"In-Store Coupon",1,29,9578,4.55,7.63773512357051
"Faux Products Whitening Toothpast","Dollar Days","Non-Consumable",1,"Daily Paper Radio",1,3,13881,2.6,7.63773512357051
"Faux Products Whitening Toothpast","Mystery Sale","Non-Consumable",1,"Sunday Paper Radio",1,3,9700,2.6,7.63773512357051
"Faux Products Whitening Toothpast","Price Savers","Non-Consumable",1,"Sunday Paper Radio",1,1,11170,2.6,7.63773512357051
"Faux Products Whitening Toothpast","Price Slashers","Non-Consumable",1,"Sunday Paper Radio TV",1,1,8621,1.95,7.63773512357051
"Faux Products Whitening Toothpast","Price Winners","Non-Consumable",1,"Cash Register Handout",1,4,10377,1.3,7.63773512357051
"Faux Products Whitening Toothpast","Save-It Sale","Non-Consumable",1,"Daily Paper Radio TV",1,3,8937,1.3,7.63773512357051
"Faux Products Whitening Toothpast","Shelf Emptiers","Non-Consumable",1,"Sunday Paper Radio TV",1,3,8969,1.3,7.63773512357051
"Faux Products Whitening Toothpast","Super Duper Savers","Non-Consumable",1,"Daily Paper",1,1,10091,1.95,7.63773512357051
"Faux Products Whitening Toothpast","Super Savers","Non-Consumable",1,"Cash Register Handout",1,4,7151,1.95,7.63773512357051
"Faux Products Whitening Toothpast","You Save Days","Non-Consumable",1,"Bulk Mail",1,4,13181,2.6,7.63773512357051
"Footnote Extra Lean Hamburger","'No Promotion","Food",0,"No Media",0,0,0,136.77,265.19826956013
"Footnote Extra Lean Hamburger","Bag Stuffers","Food",0,"In-Store Coupon",1,3,11589,2.91,6.63494354512949
"Footnote Extra Lean Hamburger","Big Promo","Food",0,"Cash Register Handout",1,2,12388,2.91,6.63494354512949
"Footnote Extra Lean Hamburger","Big Time Savings","Food",0,"Daily Paper",1,2,7732,3.88,6.63494354512949
"Footnote Extra Lean Hamburger","Free For All","Food",0,"Street Handout",1,1,5518,2.91,6.63494354512949
"Footnote Extra Lean Hamburger","Go For It","Food",0,"Daily Paper Radio TV",1,4,10055,3.88,6.63494354512949
"Footnote Extra Lean Hamburger","High Roller Savings","Food",0,"Daily Paper",1,4,10184,2.91,6.63494354512949
"Footnote Extra Lean Hamburger","Mystery Sale","Food",0,"In-Store Coupon",1,2,13161,0.97,6.63494354512949
"Footnote Extra Lean Hamburger","Price Cutters","Food",0,"Product Attachment",1,4,12920,4.85,6.63494354512949
"Footnote Extra Lean Hamburger","Price Savers","Food",0,"Sunday Paper Radio",1,1,11170,3.88,6.63494354512949
"Footnote Extra Lean Hamburger","Price Winners","Food",0,"Cash Register Handout",1,4,10377,2.91,6.63494354512949
"Footnote Extra Lean Hamburger","Sales Galore","Food",0,"Bulk Mail",1,2,9655,2.91,6.63494354512949
"Footnote Extra Lean Hamburger","Saving Days","Food",0,"Daily Paper Radio",1,2,11836,1.94,6.63494354512949
"Footnote Extra Lean Hamburger","Super Wallet Savers","Food",0,"Daily Paper Radio",1,4,10914,2.91,6.63494354512949
"Footnote Extra Lean Hamburger","You Save Days","Food",0,"Bulk Mail",1,4,13181,2.91,6.63494354512949
"Footnote Seasoned Hamburger","'No Promotion","Food",0,"No Media",0,0,0,217.54,265.19826956013
"Footnote Seasoned Hamburger","Cash Register Lottery","Food",0,"Daily Paper Radio TV",1,29,5559,2.98,6.63494354512949
"Footnote Seasoned Hamburger","Price Cutters","Food",0,"Product Attachment",1,4,12920,4.47,6.63494354512949
"Footnote Seasoned Hamburger","Price Savers","Food",0,"Cash Register Handout",1,3,12820,5.96,6.63494354512949
"Footnote Seasoned Hamburger","Price Savers","Food",0,"Sunday Paper Radio",1,1,11170,4.47,6.63494354512949
"Footnote Seasoned Hamburger","Save-It Sale","Food",0,"Daily Paper Radio TV",1,3,8937,4.47,6.63494354512949
"Footnote Seasoned Hamburger","Save-It Sale","Food",0,"Product Attachment",1,3,6025,4.47,6.63494354512949
"Footnote Seasoned Hamburger","Saving Days","Food",0,"Daily Paper Radio",1,2,11836,4.47,6.63494354512949
"Footnote Seasoned Hamburger","Shelf Emptiers","Food",0,"Sunday Paper Radio TV",1,3,8969,2.98,6.63494354512949
"Footnote Seasoned Hamburger","Weekend Markdown","Food",0,"Street Handout",1,2,5337,4.47,6.63494354512949
"Footnote Seasoned Hamburger","Weekend Markdown","Food",0,"Sunday Paper Radio TV",1,2,6751,2.98,6.63494354512949
"Fort West Apple Fruit Roll","'No Promotion","Food",0,"No Media",0,0,0,578.16,265.19826956013
"Fort West Apple Fruit Roll","Bag Stuffers","Food",0,"Product Attachment",1,4,8262,15.84,6.63494354512949
"Fort West Apple Fruit Roll","Dollar Cutters","Food",0,"Daily Paper Radio TV",1,2,14418,15.84,6.63494354512949
"Fort West Apple Fruit Roll","High Roller Savings","Food",0,"Daily Paper",1,4,10184,11.88,6.63494354512949
"Fort West Apple Fruit Roll","Price Savers","Food",0,"Cash Register Handout",1,3,12820,15.84,6.63494354512949
"Fort West Apple Fruit Roll","Price Savers","Food",0,"Sunday Paper Radio",1,1,11170,11.88,6.63494354512949
"Fort West Apple Fruit Roll","Price Winners","Food",0,"Cash Register Handout",1,1,6924,3.96,6.63494354512949
"Fort West Apple Fruit Roll","Sale Winners","Food",0,"Daily Paper",1,4,8959,15.84,6.63494354512949
"Fort West Apple Fruit Roll","Sales Days","Food",0,"Daily Paper",1,1,6271,11.88,6.63494354512949
