product_name,SKU,SRP,brand_name,product_subcategory,product_category,product_family,store_Sales,store_cost,unit_sales
"Denny Frying Pan",64154309630,3.8100,Denny,"Pots and Pans","Kitchen Products",Non-Consumable,1367.7900,547.6113,359.0000
"Denny Glass Cleaner",67840190529,0.5100,Denny,Cleaners,"Cleaning Supplies",Non-Consumable,167.2800,66.5346,328.0000
"Denny Large Sponge",18693817257,2.8500,Denny,Sponges,"Kitchen Products",Non-Consumable,892.0500,355.6515,313.0000
"Denny Paper Cups",53698855042,1.8200,Denny,"Paper Dishes","Paper Products",Non-Consumable,606.0600,240.0944,333.0000
"Denny Paper Plates",21742104887,1.7900,Denny,"Paper Dishes","Paper Products",Non-Consumable,545.9500,214.1019,305.0000
"Denny Paper Towels",27100697159,3.9500,Denny,"Paper Wipes","Paper Products",Non-Consumable,1271.9000,500.2280,322.0000
"Denny Plastic Forks",90229007601,0.7000,Denny,"Plastic Utensils","Plastic Products",Non-Consumable,250.6000,99.4770,358.0000
"Denny Plastic Knives",24859260916,3.8900,Denny,"Plastic Utensils","Plastic Products",Non-Consumable,1178.6700,466.0998,303.0000
"Denny Plastic Spoons",34472458958,2.4300,Denny,"Plastic Utensils","Plastic Products",Non-Consumable,799.4700,310.1166,329.0000
"Denny Room Freshener",69194105267,1.9600,Denny,Deodorizers,"Cleaning Supplies",Non-Consumable,531.1600,213.4832,271.0000
"Denny Scented Tissue",45905964970,3.4500,Denny,"Paper Wipes","Paper Products",Non-Consumable,1069.5000,425.3160,310.0000
"Denny Scented Toilet Tissue",96475121378,2.7200,Denny,"Paper Wipes","Paper Products",Non-Consumable,873.1200,359.6656,321.0000
"Denny Scissors",24142939448,1.5200,Denny,Tools,Hardware,Non-Consumable,506.1600,204.8656,333.0000
"Denny Screw Driver",94507216811,2.3800,Denny,Tools,Hardware,Non-Consumable,790.1600,313.4460,332.0000
"Denny Silver Cleaner",37601416707,1.5800,Denny,"Pot Cleaners","Kitchen Products",Non-Consumable,553.0000,222.0532,350.0000
"Denny Soft Napkins",48249732851,2.4900,Denny,"Paper Wipes","Paper Products",Non-Consumable,669.8100,276.6888,269.0000
"Denny Tissues",15871854424,2.8900,Denny,"Paper Wipes","Paper Products",Non-Consumable,910.3500,365.2671,315.0000
"Denny Toilet Bowl Cleaner",97874301075,2.3200,Denny,Cleaners,"Cleaning Supplies",Non-Consumable,726.1600,299.5120,313.0000
"Denny Toilet Paper",36292766928,2.9100,Denny,"Paper Wipes","Paper Products",Non-Consumable,977.7600,386.5935,336.0000
"Discover Manicotti",58628250956,1.6100,Discover,Pasta,"Starchy Foods",Food,561.8900,223.3875,349.0000
"Discover Ravioli",68024984002,0.8800,Discover,Pasta,"Starchy Foods",Food,254.3200,98.9472,289.0000
"Discover Rice Medly",58264189362,2.7300,Discover,Rice,"Starchy Foods",Food,906.3600,366.3387,332.0000
"Discover Spaghetti",31347234845,2.6100,Discover,Pasta,"Starchy Foods",Food,913.5000,369.4716,350.0000
"Discover Thai Rice",26307439208,2.4700,Discover,Rice,"Starchy Foods",Food,837.3300,339.3780,339.0000
"Dollar Monthly Auto Magazine",47802909016,2.9100,Dollar,"Auto Magazines",Magazines,Non-Consumable,832.2600,329.3247,286.0000
"Dollar Monthly Computer Magazine",71238645911,2.1500,Dollar,"Computer Magazines",Magazines,Non-Consumable,765.4000,307.0415,356.0000
"Dollar Monthly Fashion Magazine",23127390742,2.8500,Dollar,"Fashion Magazines",Magazines,Non-Consumable,923.4000,376.2855,324.0000
"Dollar Monthly Home Magazine",41670928597,1.6900,Dollar,"Home Magazines",Magazines,Non-Consumable,633.7500,256.4406,375.0000
"Dollar Monthly Sports Magazine",70510522723,0.8600,Dollar,"Sports Magazines",Magazines,Non-Consumable,303.5800,120.8558,353.0000
"Dual City Lox",43650195002,0.5200,"Dual City","Fresh Fish",Seafood,Food,174.7200,67.0384,336.0000
"Dual City Scallops",49418113827,1.7000,"Dual City",Shellfish,Seafood,Food,510.0000,206.1760,300.0000
"Ebony Almonds",98175169825,1.6800,Ebony,Nuts,Specialty,Food,591.3600,237.4176,352.0000
"Ebony Asparagus",59187116026,0.9600,Ebony,"Fresh Vegetables",Vegetables,Food,294.7200,116.7072,307.0000
"Ebony Baby Onion",48186540007,2.9700,Ebony,"Fresh Vegetables",Vegetables,Food,935.5500,372.1113,315.0000
"Ebony Beets",32634223103,2.7100,Ebony,"Fresh Vegetables",Vegetables,Food,834.6800,332.5441,308.0000
"Ebony Broccoli",14362275004,2.8300,Ebony,"Fresh Vegetables",Vegetables,Food,931.0700,379.7011,329.0000
"Ebony Canned Peanuts",68879042267,1.2900,Ebony,Nuts,Specialty,Food,437.3100,177.3363,339.0000
"Ebony Cantelope",34271529316,2.4500,Ebony,"Fresh Fruit",Fruit,Food,710.5000,287.4095,290.0000
"Ebony Cauliflower",30882783532,1.3900,Ebony,"Fresh Vegetables",Vegetables,Food,476.7700,183.2159,343.0000
"Ebony Corn on the Cob",64226911664,1.2000,Ebony,"Fresh Vegetables",Vegetables,Food,451.2000,176.2440,376.0000
"Ebony Dried Mushrooms",80143290162,3.3400,Ebony,"Fresh Vegetables",Vegetables,Food,1165.6600,458.1144,349.0000
"Ebony Elephant Garlic",40643578171,2.2100,Ebony,"Fresh Vegetables",Vegetables,Food,755.8200,308.0298,342.0000
"Ebony Fancy Plums",60869687199,1.8600,Ebony,"Fresh Fruit",Fruit,Food,632.4000,251.9928,340.0000
"Ebony Firm Tofu",15501666665,2.2900,Ebony,Tofu,"Packaged Vegetables",Food,664.1000,272.8535,290.0000
"Ebony Fresh Lima Beans",44341260790,1.4500,Ebony,"Fresh Vegetables",Vegetables,Food,559.7000,223.8655,386.0000
"Ebony Fuji Apples",28139548897,3.2400,Ebony,"Fresh Fruit",Fruit,Food,1017.3600,405.6156,314.0000
"Ebony Garlic",72133935093,2.6000,Ebony,"Fresh Vegetables",Vegetables,Food,884.0000,352.0920,340.0000
"Ebony Golden Delcious Apples",54373645186,2.7700,Ebony,"Fresh Fruit",Fruit,Food,930.7200,369.5180,336.0000
"Ebony Green Pepper",74056574702,2.6500,Ebony,"Fresh Vegetables",Vegetables,Food,1030.8500,406.0595,389.0000
"Ebony Honey Dew",81609396338,1.5800,Ebony,"Fresh Fruit",Fruit,Food,455.0400,185.0654,288.0000
"Ebony Lemons",50528365969,1.9100,Ebony,"Fresh Fruit",Fruit,Food,592.1000,240.5454,310.0000
"Ebony Lettuce",65637893080,3.5100,Ebony,"Fresh Vegetables",Vegetables,Food,1274.1300,510.9507,363.0000
"Ebony Limes",68971514105,0.9200,Ebony,"Fresh Fruit",Fruit,Food,297.1600,119.6828,323.0000
"Ebony Macintosh Apples",68560245633,1.3500,Ebony,"Fresh Fruit",Fruit,Food,471.1500,183.1410,349.0000
"Ebony Mandarin Oranges",41962087750,1.8300,Ebony,"Fresh Fruit",Fruit,Food,580.1100,235.7589,317.0000
"Ebony Mixed Nuts",60824422240,0.9500,Ebony,Nuts,Specialty,Food,398.0500,158.4695,419.0000
"Ebony Mushrooms",29324205517,0.5700,Ebony,"Fresh Vegetables",Vegetables,Food,166.4400,66.6729,292.0000
"Ebony New Potatos",55341836810,2.1900,Ebony,"Fresh Vegetables",Vegetables,Food,705.1800,277.9329,322.0000
"Ebony Onions",81383071541,3.2600,Ebony,"Fresh Vegetables",Vegetables,Food,828.0400,322.3488,254.0000
"Ebony Oranges",26580970883,2.9600,Ebony,"Fresh Fruit",Fruit,Food,1059.6800,424.2864,358.0000
"Ebony Party Nuts",84476624131,1.1800,Ebony,Nuts,Specialty,Food,384.6800,149.6004,326.0000
"Ebony Peaches",54737706780,2.1100,Ebony,"Fresh Fruit",Fruit,Food,633.0000,252.3560,300.0000
"Ebony Plums",51256489157,3.4300,Ebony,"Fresh Fruit",Fruit,Food,1090.7400,433.1061,318.0000
"Ebony Potatos",62520737051,1.4100,Ebony,"Fresh Vegetables",Vegetables,Food,432.8700,170.3562,307.0000
"Ebony Prepared Salad",79972090125,2.8400,Ebony,"Fresh Vegetables",Vegetables,Food,883.2400,351.2796,311.0000
"Ebony Red Delcious Apples",95477200150,0.7000,Ebony,"Fresh Fruit",Fruit,Food,289.8000,115.9550,414.0000
"Ebony Red Pepper",61792613863,2.8800,Ebony,"Fresh Vegetables",Vegetables,Food,907.2000,358.7328,315.0000
"Ebony Shitake Mushrooms",79824493527,2.9900,Ebony,"Fresh Vegetables",Vegetables,Food,962.7800,398.7165,322.0000
"Ebony Squash",21633647084,1.7300,Ebony,"Fresh Vegetables",Vegetables,Food,624.5300,250.2791,361.0000
"Ebony Summer Squash",91507927775,2.8500,Ebony,"Fresh Vegetables",Vegetables,Food,863.5500,348.4125,303.0000
"Ebony Sweet Onion",56979143023,2.1700,Ebony,"Fresh Vegetables",Vegetables,Food,744.3100,294.2520,343.0000
"Ebony Sweet Peas",91143866181,1.3200,Ebony,"Fresh Vegetables",Vegetables,Food,390.7200,153.7932,296.0000
"Ebony Tangerines",78492240309,3.4900,Ebony,"Fresh Fruit",Fruit,Food,1204.0500,485.8778,345.0000
"Ebony Tomatos",80507351756,1.2200,Ebony,"Fresh Vegetables",Vegetables,Food,314.7600,123.0248,258.0000
"Ebony Walnuts",20813052058,2.3900,Ebony,Nuts,Specialty,Food,831.7200,334.1220,348.0000
"Even Better 1% Milk",20726405978,3.2900,"Even Better",Milk,Dairy,Drink,1036.3500,428.2922,315.0000
"Even Better 2% Milk",62660415768,0.7900,"Even Better",Milk,Dairy,Drink,259.9100,105.3623,329.0000
"Even Better Blueberry Yogurt",48837876915,2.6900,"Even Better",Yogurt,Dairy,Food,801.6200,333.0220,298.0000
"Even Better Buttermilk",24571685194,1.1500,"Even Better",Milk,Dairy,Drink,356.5000,146.2570,310.0000
"Even Better Cheese Spread",15470145344,3.1200,"Even Better",Cheese,Dairy,Food,920.4000,378.5808,295.0000
"Even Better Chocolate Milk",89577370285,0.8500,"Even Better",Milk,Dairy,Drink,315.3500,128.0355,371.0000
"Even Better Havarti Cheese",50077658295,3.6100,"Even Better",Cheese,Dairy,Food,1350.1400,541.3195,374.0000
"Even Better Head Cheese",38177759051,0.8400,"Even Better",Cheese,Dairy,Food,265.4400,109.9392,316.0000
"Even Better Jack Cheese",59838452935,0.8100,"Even Better",Cheese,Dairy,Food,260.8200,106.9119,322.0000
"Even Better Large Curd Cottage Cheese",92011668086,3.9500,"Even Better","Cottage Cheese",Dairy,Food,1497.0500,612.2105,379.0000
"Even Better Low Fat Cottage Cheese",31726981997,1.2700,"Even Better","Cottage Cheese",Dairy,Food,356.8700,142.4432,281.0000
"Even Better Low Fat Sour Cream",65970433354,2.8800,"Even Better","Sour Cream",Dairy,Food,858.2400,337.0176,298.0000
"Even Better Low Fat String Cheese",42023038268,2.5900,"Even Better",Cheese,Dairy,Food,883.1900,360.5539,341.0000
"Even Better Mild Cheddar Cheese",99338164925,1.7900,"Even Better",Cheese,Dairy,Food,578.1700,232.6284,323.0000
"Even Better Muenster Cheese",85560891032,0.7200,"Even Better",Cheese,Dairy,Food,216.0000,87.3072,300.0000
"Even Better Sharp Cheddar Cheese",38905882239,3.2500,"Even Better",Cheese,Dairy,Food,1088.7500,446.9725,335.0000
"Even Better Sour Cream",56357235312,0.8200,"Even Better","Sour Cream",Dairy,Food,270.6000,109.8226,330.0000
"Even Better Strawberry Yogurt",45356659293,2.7100,"Even Better",Yogurt,Dairy,Food,1054.1900,425.2261,389.0000
"Even Better String Cheese",23160703778,3.5000,"Even Better",Cheese,Dairy,Food,1067.5000,438.4800,305.0000
"Even Better Whole Milk",54969857335,1.2500,"Even Better",Milk,Dairy,Drink,408.7500,166.1500,327.0000
"Excel Monthly Auto Magazine",50359107851,3.6200,Excel,"Auto Magazines",Magazines,Non-Consumable,1154.7800,452.9706,319.0000
"Excel Monthly Computer Magazine",84602559208,0.7700,Excel,"Computer Magazines",Magazines,Non-Consumable,224.8400,92.3846,292.0000
"Excel Monthly Fashion Magazine",41883359551,2.1300,Excel,"Fashion Magazines",Magazines,Non-Consumable,594.2700,240.2214,279.0000
"Excel Monthly Home Magazine",62304272055,2.1500,Excel,"Home Magazines",Magazines,Non-Consumable,771.8500,309.7290,359.0000
"Excel Monthly Sports Magazine",29210072159,0.5500,Excel,"Sports Magazines",Magazines,Non-Consumable,171.6000,67.9525,312.0000
"Excellent Apple Drink",35011604428,2.9800,Excellent,"Flavored Drinks",Drinks,Drink,995.3200,394.8500,334.0000
"Excellent Apple Juice",29243685603,2.4100,Excellent,Juice,"Pure Juice Beverages",Drink,797.7100,323.5425,331.0000
"Excellent Berry Juice",20972600579,2.1300,Excellent,Juice,"Pure Juice Beverages",Drink,698.6400,288.0825,328.0000
"Excellent Cola",65409776568,2.1800,Excellent,Soda,"Carbonated Beverages",Drink,745.5600,295.0630,342.0000
"Excellent Cranberry Juice",36570182442,3.2600,Excellent,Juice,"Pure Juice Beverages",Drink,1209.4600,502.4964,371.0000
"Excellent Cream Soda",69255055785,0.9600,Excellent,Soda,"Carbonated Beverages",Drink,359.0400,143.5008,374.0000
"Excellent Diet Cola",42702162861,2.4700,Excellent,Soda,"Carbonated Beverages",Drink,800.2800,316.5799,324.0000
"Excellent Diet Soda",77309675812,1.3100,Excellent,Soda,"Carbonated Beverages",Drink,438.8500,174.6361,335.0000
"Excellent Mango Drink",11575867533,2.8500,Excellent,"Flavored Drinks",Drinks,Drink,1051.6500,414.7605,369.0000
"Excellent Orange Juice",90040029883,1.6000,Excellent,Juice,"Pure Juice Beverages",Drink,675.2000,272.7040,422.0000
"Excellent Strawberry Drink",50392721295,1.8500,Excellent,"Flavored Drinks",Drinks,Drink,538.3500,210.4745,291.0000
"Fabulous Apple Drink",53991805911,2.5100,Fabulous,"Flavored Drinks",Drinks,Drink,845.8700,335.2607,337.0000
"Fabulous Apple Juice",98940640091,2.9600,Fabulous,Juice,"Pure Juice Beverages",Drink,1065.6000,424.8488,360.0000
"Fabulous Berry Juice",52854356169,0.7000,Fabulous,Juice,"Pure Juice Beverages",Drink,214.9000,86.5130,307.0000
"Fabulous Cola",73582263588,0.8800,Fabulous,Soda,"Carbonated Beverages",Drink,286.8800,115.3592,326.0000
"Fabulous Cranberry Juice",57837085127,0.6500,Fabulous,Juice,"Pure Juice Beverages",Drink,236.6000,93.9185,364.0000
"Fabulous Cream Soda",79714244008,2.3400,Fabulous,Soda,"Carbonated Beverages",Drink,870.4800,348.6600,372.0000
"Fabulous Diet Cola",66255766749,2.2800,Fabulous,Soda,"Carbonated Beverages",Drink,617.8800,245.7156,271.0000
"Fabulous Diet Soda",37052111029,2.4700,Fabulous,Soda,"Carbonated Beverages",Drink,738.5300,289.6075,299.0000
"Fabulous Mango Drink",84811106324,2.8400,Fabulous,"Flavored Drinks",Drinks,Drink,1036.6000,414.1856,365.0000
"Fabulous Orange Juice",72023685574,2.8500,Fabulous,Juice,"Pure Juice Beverages",Drink,1105.8000,437.0475,388.0000
"Fabulous Strawberry Drink",49009076952,3.9500,Fabulous,"Flavored Drinks",Drinks,Drink,1485.2000,603.4020,376.0000
"Fantastic Bagels",15043191313,3.4200,Fantastic,Bagels,Bread,Food,1104.6600,436.7682,323.0000
"Fantastic Blueberry Muffins",46999941468,0.6900,Fantastic,Muffins,Bread,Food,222.8700,88.9824,323.0000
"Fantastic Cranberry Muffins",16385304331,2.3300,Fantastic,Muffins,Bread,Food,712.9800,289.1530,306.0000
"Fantastic English Muffins",56760736107,1.5000,Fantastic,Muffins,Bread,Food,507.0000,202.1700,338.0000
"Fantastic Muffins",79104288220,0.6300,Fantastic,Muffins,Bread,Food,206.6400,82.2591,328.0000
"Fantastic Pumpernickel Bread",52551395297,2.9900,Fantastic,"Sliced Bread",Bread,Food,1025.5700,411.5137,343.0000
"Fantastic Rye Bread",77181648612,2.5200,Fantastic,"Sliced Bread",Bread,Food,904.6800,354.8916,359.0000
"Fantastic Wheat Bread",11197912096,1.5500,Fantastic,"Sliced Bread",Bread,Food,505.3000,195.3155,326.0000
"Fantastic White Bread",86794846653,0.9700,Fantastic,"Sliced Bread",Bread,Food,298.7600,116.6716,308.0000
"Fast Apple Fruit Roll",76378831267,2.8800,Fast,"Dried Fruit","Snack Foods",Food,999.3600,402.9120,347.0000
"Fast Avocado Dip",85673232674,2.9500,Fast,Dips,"Snack Foods",Food,1035.4500,423.9445,351.0000
"Fast BBQ Potato Chips",23513113856,2.1900,Fast,Chips,"Snack Foods",Food,650.4300,269.6766,297.0000
"Fast Beef Jerky",66082774996,1.6800,Fast,"Dried Meat","Snack Foods",Food,562.8000,227.9088,335.0000
"Fast Buttered Popcorn",29336157441,0.5100,Fast,Popcorn,"Snack Foods",Food,156.0600,64.8261,306.0000
"Fast Cheese Crackers",87379407286,3.7400,Fast,Crackers,"Snack Foods",Food,1215.5000,480.8144,325.0000
"Fast Cheese Dip",84114654660,2.7800,Fast,Dips,"Snack Foods",Food,959.1000,385.4470,345.0000
"Fast Chocolate Chip Cookies",77347022891,2.4200,Fast,Cookies,"Snack Foods",Food,941.3800,384.2960,389.0000
"Fast Chocolate Donuts",76424096226,2.4000,Fast,Donuts,"Snack Foods",Food,717.6000,280.8240,299.0000
"Fast Corn Chips",29281032681,3.7600,Fast,Chips,"Snack Foods",Food,1090.4000,446.6504,290.0000
"Fast Dried Apples",57516496777,3.1400,Fast,"Dried Fruit","Snack Foods",Food,1055.0400,421.5450,336.0000
"Fast Dried Apricots",42135379910,0.5900,Fast,"Dried Fruit","Snack Foods",Food,169.3300,67.6022,287.0000
"Fast Dried Dates",97163805365,3.7800,Fast,"Dried Fruit","Snack Foods",Food,1077.3000,446.4558,285.0000
"Fast Fondue Mix",69928054213,2.3100,Fast,Dips,"Snack Foods",Food,833.9100,334.3032,361.0000
"Fast Frosted Cookies",18699643015,1.9100,Fast,Cookies,"Snack Foods",Food,647.4900,268.9089,339.0000
"Fast Frosted Donuts",58927478194,1.6800,Fast,Donuts,"Snack Foods",Food,571.2000,225.2376,340.0000
"Fast Fudge Brownies",90496563315,2.8400,Fast,Cookies,"Snack Foods",Food,783.8400,322.5672,276.0000
"Fast Fudge Cookies",21590474247,3.3800,Fast,Cookies,"Snack Foods",Food,993.7200,395.6966,294.0000
"Fast Golden Raisins",36367461085,0.7700,Fast,"Dried Fruit","Snack Foods",Food,215.6000,85.6625,280.0000
"Fast Graham Crackers",92419202923,0.9300,Fast,Cookies,"Snack Foods",Food,312.4800,126.8427,336.0000
"Fast Grape Fruit Roll",49825938344,0.8000,Fast,"Dried Fruit","Snack Foods",Food,260.0000,103.2560,325.0000
"Fast Lemon Cookies",29700219035,2.6500,Fast,Cookies,"Snack Foods",Food,816.2000,330.8260,308.0000
"Fast Low Fat BBQ Chips",81192302107,0.6000,Fast,Chips,"Snack Foods",Food,208.8000,84.7860,348.0000
"Fast Low Fat Chips",66810898184,3.2100,Fast,Chips,"Snack Foods",Food,1046.4600,428.6313,326.0000
"Fast Low Fat Cookies",96937480568,0.9600,Fast,Cookies,"Snack Foods",Food,278.4000,107.9808,290.0000
"Fast Low Fat Popcorn",60826514363,1.5100,Fast,Popcorn,"Snack Foods",Food,463.5700,191.0754,307.0000
"Fast Mini Donuts",44933739304,2.9000,Fast,Donuts,"Snack Foods",Food,843.9000,344.8970,291.0000
"Fast No Salt Popcorn",83534128069,1.8800,Fast,Popcorn,"Snack Foods",Food,569.6400,227.7620,303.0000
"Fast Potato Chips",70075650811,1.8200,Fast,Chips,"Snack Foods",Food,522.3400,214.7418,287.0000
"Fast Raisins",43693957924,1.2000,Fast,"Dried Fruit","Snack Foods",Food,390.0000,157.4520,325.0000
"Fast Raspberry Fruit Roll",72533552050,1.3600,Fast,"Dried Fruit","Snack Foods",Food,429.7600,178.9080,316.0000
"Fast Salsa Dip",18164381384,1.6400,Fast,Dips,"Snack Foods",Food,455.9200,185.3364,278.0000
"Fast Salted Pretzels",78346735835,1.4500,Fast,Pretzels,"Snack Foods",Food,488.6500,191.1535,337.0000
"Fast Sesame Crackers",70292115807,0.5500,Fast,Crackers,"Snack Foods",Food,161.1500,63.6075,293.0000
"Fast Strawberry Fruit Roll",18335581421,3.2500,Fast,"Dried Fruit","Snack Foods",Food,923.0000,377.3250,284.0000
"Fast Sugar Cookies",56197987198,3.8700,Fast,Cookies,"Snack Foods",Food,1238.4000,507.4731,320.0000
"Faux Products 200 MG Acetominifen",16889345049,2.3200,"Faux Products",Acetominifen,"Pain Relievers",Non-Consumable,737.7600,289.6288,318.0000
"Faux Products 200 MG Ibuprofen",52691374421,1.2100,"Faux Products",Ibuprofen,"Pain Relievers",Non-Consumable,429.5500,172.8001,355.0000
"Faux Products Angled Toothbrush",14647908806,2.2600,"Faux Products",Toothbrushes,"Bathroom Products",Non-Consumable,675.7400,275.4488,299.0000
"Faux Products Apricot Shampoo",64272477030,2.9800,"Faux Products",Shampoo,"Bathroom Products",Non-Consumable,1016.1800,411.9552,341.0000
"Faux Products Buffered Aspirin",31951665282,3.8400,"Faux Products",Aspirin,"Pain Relievers",Non-Consumable,1278.7200,517.4784,333.0000
"Faux Products Childrens Aspirin",36991460919,1.9900,"Faux Products",Aspirin,"Pain Relievers",Non-Consumable,716.4000,285.9431,360.0000
"Faux Products Childrens Cold Remedy",94625384211,1.5500,"Faux Products","Cold Remedies","Cold Remedies",Non-Consumable,522.3500,202.8020,337.0000
"Faux Products Conditioning Shampoo",44682019352,1.4800,"Faux Products",Shampoo,"Bathroom Products",Non-Consumable,526.8800,213.1644,356.0000
"Faux Products Deodorant",10438567996,2.7500,"Faux Products","Personal Hygiene",Hygiene,Non-Consumable,946.0000,375.6500,344.0000
"Faux Products Dishwasher Detergent",41519598364,1.7400,"Faux Products","Nasal Sprays",Decongestants,Non-Consumable,584.6400,235.0044,336.0000
"Faux Products Extra Moisture Shampoo",35068821310,2.2800,"Faux Products",Shampoo,"Bathroom Products",Non-Consumable,690.8400,279.5280,303.0000
"Faux Products HCL Nasal Spray",18083861470,1.6100,"Faux Products","Nasal Sprays",Decongestants,Non-Consumable,529.6900,209.5898,329.0000
"Faux Products Laundry Detergent",10393303036,2.2300,"Faux Products",Mouthwash,"Bathroom Products",Non-Consumable,762.6600,300.6932,342.0000
"Faux Products Mint Mouthwash",62304572463,2.4000,"Faux Products",Mouthwash,"Bathroom Products",Non-Consumable,787.2000,302.0160,328.0000
"Faux Products Multi-Symptom Cold Remedy",78049750924,0.5300,"Faux Products","Cold Remedies","Cold Remedies",Non-Consumable,198.7500,81.2808,375.0000
"Faux Products Silky Smooth Hair Conditioner",15625960230,2.2900,"Faux Products",Conditioner,"Bathroom Products",Non-Consumable,565.6300,223.6414,247.0000
"Faux Products Tartar Control Toothpaste",21393879055,0.9200,"Faux Products","Personal Hygiene",Hygiene,Non-Consumable,272.3200,106.7292,296.0000
"Faux Products Toothpaste",79289532303,3.9700,"Faux Products","Personal Hygiene",Hygiene,Non-Consumable,1063.9600,412.8403,268.0000
"Faux Products Whitening Toothpast",14283847212,0.6500,"Faux Products","Personal Hygiene",Hygiene,Non-Consumable,209.3000,82.5695,322.0000
"Footnote Extra Lean Hamburger",92293117642,0.9700,Footnote,Hamburger,Meat,Food,320.1000,126.7111,330.0000
"Footnote Seasoned Hamburger",54204387068,1.4900,Footnote,Hamburger,Meat,Food,533.4200,211.3863,358.0000
"Fort West Apple Fruit Roll",72782890200,3.9600,"Fort West","Dried Fruit","Snack Foods",Food,1116.7200,461.3004,282.0000
"Fort West Avocado Dip",51315057873,0.6000,"Fort West",Dips,"Snack Foods",Food,204.6000,84.4200,341.0000
"Fort West BBQ Potato Chips",81177968382,3.8800,"Fort West",Chips,"Snack Foods",Food,1439.4800,580.3316,371.0000
"Fort West Beef Jerky",79745325446,0.9500,"Fort West","Dried Meat","Snack Foods",Food,325.8500,131.3280,343.0000
"Fort West Buttered Popcorn",59005616307,2.6600,"Fort West",Popcorn,"Snack Foods",Food,867.1600,349.7900,326.0000
"Fort West Cheese Crackers",24762164950,2.7000,"Fort West",Crackers,"Snack Foods",Food,783.0000,309.3660,290.0000
"Fort West Cheese Dip",78232012391,0.6600,"Fort West",Dips,"Snack Foods",Food,228.3600,92.5980,346.0000
"Fort West Chocolate Chip Cookies",90745901465,1.5500,"Fort West",Cookies,"Snack Foods",Food,443.3000,183.5200,286.0000
"Fort West Chocolate Donuts",26275478005,2.3400,"Fort West",Donuts,"Snack Foods",Food,753.4800,315.7830,322.0000
"Fort West Corn Chips",78015547394,1.2600,"Fort West",Chips,"Snack Foods",Food,360.3600,147.9366,286.0000
"Fort West Dried Apples",51633854508,1.5200,"Fort West","Dried Fruit","Snack Foods",Food,452.9600,184.5736,298.0000
"Fort West Dried Apricots",66967764496,2.4100,"Fort West","Dried Fruit","Snack Foods",Food,812.1700,327.9528,337.0000
"Fort West Dried Dates",67331826090,3.2900,"Fort West","Dried Fruit","Snack Foods",Food,1026.4800,414.4742,312.0000
"Fort West Fondue Mix",55115072131,1.5000,"Fort West",Dips,"Snack Foods",Food,505.5000,206.6850,337.0000
"Fort West Frosted Cookies",76628169417,2.5800,"Fort West",Cookies,"Snack Foods",Food,735.3000,303.6144,285.0000
"Fort West Frosted Donuts",55067865252,2.5200,"Fort West",Donuts,"Snack Foods",Food,791.2800,318.2004,314.0000
"Fort West Fudge Brownies",29949557185,2.3600,"Fort West",Cookies,"Snack Foods",Food,717.4400,285.8904,304.0000
"Fort West Fudge Cookies",37276054024,2.2000,"Fort West",Cookies,"Snack Foods",Food,719.4000,296.4940,327.0000
"Fort West Golden Raisins",58913144469,1.3900,"Fort West","Dried Fruit","Snack Foods",Food,455.9200,183.1325,328.0000
"Fort West Graham Crackers",93613129258,2.2600,"Fort West",Cookies,"Snack Foods",Food,664.4400,269.5954,294.0000
"Fort West Grape Fruit Roll",41609387993,2.4700,"Fort West","Dried Fruit","Snack Foods",Food,743.4700,296.3259,301.0000
"Fort West Lemon Cookies",87628745436,3.5600,"Fort West",Cookies,"Snack Foods",Food,1060.8800,432.0060,298.0000
"Fort West Low Fat BBQ Chips",66115648150,2.1300,"Fort West",Chips,"Snack Foods",Food,566.5800,225.5244,266.0000
"Fort West Low Fat Chips",18948981165,1.7300,"Fort West",Chips,"Snack Foods",Food,512.0800,208.0671,296.0000
"Fort West Low Fat Cookies",62315633893,1.8000,"Fort West",Cookies,"Snack Foods",Food,626.4000,257.0040,348.0000
"Fort West Low Fat Popcorn",52873635888,1.4400,"Fort West",Popcorn,"Snack Foods",Food,495.3600,205.8624,344.0000
"Fort West Mini Donuts",32407458424,1.7800,"Fort West",Donuts,"Snack Foods",Food,601.6400,238.1640,338.0000
"Fort West No Salt Popcorn",49392418265,1.4600,"Fort West",Popcorn,"Snack Foods",Food,445.3000,178.4120,305.0000
"Fort West Potato Chips",35717476010,2.1500,"Fort West",Chips,"Snack Foods",Food,771.8500,307.8800,359.0000
"Fort West Raisins",40050809979,2.3000,"Fort West","Dried Fruit","Snack Foods",Food,710.7000,288.0060,309.0000
"Fort West Raspberry Fruit Roll",38128170371,3.4800,"Fort West","Dried Fruit","Snack Foods",Food,981.3600,393.5184,282.0000
"Fort West Salsa Dip",12498204112,1.9300,"Fort West",Dips,"Snack Foods",Food,515.3100,208.9418,267.0000
"Fort West Salted Pretzels",70177392363,2.1300,"Fort West",Pretzels,"Snack Foods",Food,643.2600,257.3466,302.0000
"Fort West Sesame Crackers",24716899991,1.4000,"Fort West",Crackers,"Snack Foods",Food,446.6000,185.5840,319.0000
"Fort West Strawberry Fruit Roll",47741368412,1.6800,"Fort West","Dried Fruit","Snack Foods",Food,500.6400,201.8688,298.0000
"Fort West Sugar Cookies",43408034443,2.4100,"Fort West",Cookies,"Snack Foods",Food,689.2600,276.4752,286.0000
